,cfr,nombre,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte,Edad_buque,cluster
7632,ESP000009776,MORADIÑA,39.05,509.0,Acero,772.27,Baja Definitiva,Vigo,Pontevedra,Galicia,Arrastre,17,6
7633,ESP000009777,PLAYA DE MENDUIÑA,43.39,485.0,Acero,588.4,Baja Definitiva,Vigo,Pontevedra,Galicia,Arrastre,18,6
7634,ESP000009778,JANZA,72.65,1643.0,Acero,1963.78,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,5,4
7635,ESP000009779,PICON,36.76,300.08,Acero,514.85,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,7,6
7636,ESP000009780,CONGELADOR MAR UNO,76.61,1758.0,Acero,1985.85,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,4,4
7637,ESP000009781,CONGELADOR MAR DOS,76.61,1758.0,Acero,1985.85,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,3,4
7638,ESP000009782,MAR DEL CABO,66.66733333333335,1655.0,Acero,1471.0,Baja Definitiva,Vigo,Pontevedra,Galicia,Desconocido,8,4
7639,ESP000009783,MARISMEÑO,28.64,116.0,Madera,294.2,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Desconocido,7,5
7640,ESP000009788,LASALLE,26.77,166.6,Madera,202.26,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,9,5
7641,ESP000009789,PEDRO MANUEL,23.23,87.694,Madera,325.09,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,4,5
7642,ESP000009790,GRACIAS A DIOS,26.37466666666667,144.33733333333333,Madera,349.36,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Desconocido,2,5
7643,ESP000009791,APOSTOL SAN ANDRES,29.45,153.0,Acero,415.56,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,4,6
7644,ESP000009793,MONTERO HERMANOS,24.2,103.45,Madera,161.81,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,8,5
7645,ESP000009794,ARANZAZU,24.738666666666667,194.0,Acero,294.2,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,10,6
7646,ESP000009795,MAR HEBRIDAS,31.32,157.6,Acero,514.85,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,8,6
7647,ESP000009796,GESTOSO MERA,30.98,140.0,Acero,493.52,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,5,6
7648,ESP000009798,SAN NICOLAS BARI,19.1,63.026,Madera,250.07,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Desconocido,2,5
7649,ESP000009799,MARCO POLO,16.3,40.129333333333335,Madera,204.47,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Desconocido,1,8
7650,ESP000009800,ECLIPSE,9.0,13.49,Madera,88.26,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,12,8
7651,ESP000009801,CRISTIANO,10.7,7.81,Madera,80.9,Baja Definitiva,Huelva,Huelva,Andalucía,Artes menores,13,10
7652,ESP000009802,JOVEN LEON,6.5,1.13,Madera,21.33,Baja Definitiva,Palma de Mallorca,Illes balears,Illes balears,Artes menores,12,10
7653,ESP000009803,EL TICO,7.82,2.22,Madera,33.83,Baja Definitiva,Valencia,Valencia,Comunitat Valenciana,Artes menores,14,0
7654,ESP000009804,PAQUITO Y JUAN,7.7,2.15,Madera,47.81,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,15,0
7655,ESP000009805,VENUS,7.05,1.42,Madera,22.06,Baja Definitiva,Tarragona,Tarragona,Cataluña,Artes menores,20,0
7656,ESP000009806,SALVADOR Y SEBASTIANA,7.142666666666667,1.83,Madera,16.92,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,11,10
7657,ESP000009807,CAMPEON,9.65,4.6,Madera,44.13,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,15,0
7658,ESP000009808,ONDINA SEGUNDA,8.8,2.85,Madera,36.76,Alta Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,36,7
7659,ESP000009809,HORTENSIA,9.65,3.79,Madera,51.48,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,22,0
7660,ESP000009810,DIEGO Y BEA,6.23,1.14,Madera,13.24,Alta Definitiva,Almería,Almería,Andalucía,Artes menores,36,7
7661,ESP000009811,COLLANTES,6.76,1.38,Madera,22.06,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,12,10
7662,ESP000009812,ABEL,5.7,0.99,Madera,19.12,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,19,0
7663,ESP000009813,LA CONCHA,9.52,2.93,Madera,30.89,Baja Definitiva,Benicarlo,Castellón,Comunitat Valenciana,Artes menores,32,7
7664,ESP000009814,SIGAMOS LA FLOTA,17.3,53.2,Madera,88.26,Baja Definitiva,Calpe,Alicante,Comunitat Valenciana,Arrastre,11,5
7665,ESP000009815,ESCORPION,10.4,6.38,Madera,52.96,Baja Definitiva,Cullera,Valencia,Comunitat Valenciana,Artes menores,17,0
7666,ESP000009816,JOAQUIN Y JAVIERA,24.441333333333333,114.926,Madera,316.26,Baja Definitiva,Andraitx,Illes balears,Illes balears,Arrastre,2,5
7667,ESP000009817,JOANAMAR,4.99,1.11,Poliester,8.83,Baja Definitiva,Andraitx,Illes balears,Illes balears,Artes menores,7,9
7668,ESP000009818,VERA,5.2,0.74,Madera,5.15,Baja Definitiva,Andraitx,Illes balears,Illes balears,Artes menores,12,10
7669,ESP000009820,RIO LA PLATA,5.2,0.7533333333333335,Madera,5.88,Baja Definitiva,Palma de Mallorca,Illes balears,Illes balears,Desconocido,3,8
7670,ESP000009821,HERMANOS GALVAN,25.46,123.90266666666666,Madera,375.1,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,2,5
7671,ESP000009825,ANTONIO Y AGUEDA,15.6,35.76266666666666,Madera,169.16,Baja Definitiva,Algeciras,Cádiz,Andalucía,Desconocido,4,8
7672,ESP000009826,AUREA GARRIDO,21.2,66.0,Madera,316.26,Baja Definitiva,Barbate,Cádiz,Andalucía,Cerco,8,5
7673,ESP000009827,CABO ESPARTEL,19.1,85.0,Madera,279.49,Baja Definitiva,Barbate,Cádiz,Andalucía,Cerco,19,5
7674,ESP000009828,FRANCISCO E ISABEL,15.9,42.0,Madera,268.46,Baja Definitiva,Barbate,Cádiz,Andalucía,Cerco,10,5
7675,ESP000009829,NURI EVA,5.185333333333333,0.8086666666666668,Poliester,5.15,Baja Definitiva,Calella de la Costa,Barcelona,Cataluña,Desconocido,3,8
7676,ESP000009830,KATETXE,40.75,461.0,Acero,919.37,Baja Definitiva,Ceuta,Ceuta,Ceuta,Desconocido,9,6
7677,ESP000009831,NORAY,16.95,52.0,Madera,294.12,Alta Definitiva,Barbate,Cádiz,Andalucía,Cerco,36,7
7678,ESP000009832,ALIGOTE,31.76,216.0,Acero,257.42,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes fijas,8,6
7679,ESP000009833,ATXASPI,36.9,372.73333333333335,Acero,838.47,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,5,6
7680,ESP000009834,GLORIA TOMAS,26.0,150.79,Acero,360.39,Baja Definitiva,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre,17,1
7681,ESP000009835,AMANECIO,10.546666666666669,8.866666666666665,Madera,63.99,Baja Definitiva,Castro Urdiales,Cantabria,Cantabria,Palangre,4,8
7682,ESP000009836,ASKADA DOS,11.6,7.82,Madera,67.67,Baja Definitiva,Mogán,Las Palmas,Canarias,Artes menores,9,10
7683,ESP000009837,ALOÑA,34.63,135.0,Acero,415.56,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Palangre,6,6
7684,ESP000009838,BONEA,40.6,430.302,Acero,882.6,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,2,6
7685,ESP000009840,BAHIA DE SAN SEBASTIAN,55.0,899.09,Acero,919.37,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,23,4
7686,ESP000009841,BAHIA DE GUIPUZCOA,55.0,899.09,Acero,919.37,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,23,4
7687,ESP000009842,MINCHOS TERCERO,35.14,286.0,Acero,551.62,Baja Definitiva,Cillero,Lugo,Galicia,Artes fijas,15,6
7688,ESP000009843,DRAGON,40.62,446.0353333333333,Acero,882.6,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,2,6
7689,ESP000009844,DOS HERMANAS,11.0,5.530666666666667,Madera,36.77,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Palangre,3,8
7690,ESP000009845,GALERNA UNO,36.85,228.0,Acero,289.79,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,15,6
7691,ESP000009846,VIRGEN MARIA,12.6,6.066000000000001,Madera,36.77,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,2,8
7692,ESP000009847,GALERNA DOS,36.85,228.0,Acero,291.99,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,18,6
7693,ESP000009849,GURE AMETSA,54.5,618.0,Acero,956.15,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,8,6
7694,ESP000009850,GURE AMETSA II,40.5,426.7626666666667,Acero,722.26,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,3,6
7695,ESP000009852,HERMANOS GARATE,9.15,6.6226666666666665,Madera,44.13,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Palangre,3,8
7696,ESP000009853,JOVEN VANESA,11.0,12.71,Madera,69.14,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes fijas,7,8
7697,ESP000009854,LAZCANO,38.35,330.0,Acero,584.72,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,17,6
7698,ESP000009855,LAGUNAK,37.68,351.0,Acero,878.92,Baja Definitiva,La Coruña,A Coruña,Galicia,Arrastre,19,6
7699,ESP000009856,LASABERRI,57.62,722.0,Acero,882.6,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,7,4
7700,ESP000009857,LASAOLA,57.62,722.0,Acero,882.6,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,5,4
7701,ESP000009859,MERO,31.76,214.0,Acero,258.9,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,6,6
7702,ESP000009861,MARTIMUNO SEGUNDO,36.6,342.0,Acero,506.02,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes fijas,16,6
7703,ESP000009863,ZUKA ZUKA,40.5,532.0,Acero,809.05,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,7,6
7704,ESP000009866,MARRAJO,7.4,3.94,Poliester,27.95,Baja Definitiva,Santurce,Bizkaia,País Vasco,Artes menores,26,3
7705,ESP000009867,NUESTRA SEÑORA DEL PILAR,11.64,9.480666666666668,Madera,72.08,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Palangre,2,8
7706,ESP000009868,OLEAJE,33.6,203.0,Acero,235.36,Baja Definitiva,Burela,Lugo,Galicia,Arrastre,6,6
7707,ESP000009869,PARGO,31.76,214.0,Acero,143.42,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,6,6
7708,ESP000009870,PESQUERA ONUBENSE SEGUNDO,36.28,345.8653333333333,Acero,809.05,Baja Definitiva,Huelva,Huelva,Andalucía,Desconocido,3,6
7709,ESP000009872,ROMPEOLAS,33.42,175.21266666666668,Acero,328.77,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,3,6
7710,ESP000009873,SAN SALVADOR DE GUETARIA,33.08,194.0,Acero,294.2,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes fijas,10,6
7711,ESP000009874,STUKA,47.75,403.0,Acero,882.6,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,7,6
7712,ESP000009875,SANTA MARINA,10.7,5.915333333333335,Madera,50.75,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Palangre,1,8
7713,ESP000009877,VIRGEN DE LA FRANQUEIRA,32.96,223.0,Acero,411.88,Baja Definitiva,Vigo,Pontevedra,Galicia,Palangre,18,6
7714,ESP000009878,VERSALLES PRIMERO,34.26,211.0,Acero,433.21,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,6,6
7715,ESP000009879,VERSALLES SEGUNDO,34.26,212.0,Acero,427.32,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Arrastre,6,6
7716,ESP000009880,VENTISCA,33.42,182.544,Acero,303.76,Baja Definitiva,Ondarroa,Bizkaia,País Vasco,Arrastre,3,6
7717,ESP000009881,VENUS,14.5,15.9,Madera,94.14,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Artes menores,10,10
7718,ESP000009882,PLAYAS DE CASTILLA,14.7,21.64,Madera,73.55,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,22,1
7719,ESP000009883,YOLANDA,12.83,14.21,Madera,73.55,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Artes menores,24,0
7720,ESP000009884,JOSE MANUEL I,14.32,20.9,Madera,129.45,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,14,5
7721,ESP000009885,MARI JUANI,8.0,1.77,Madera,31.63,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,15,0
7722,ESP000009887,SIRENA DEL MAR NUMERO TRES,16.61,28.3,Madera,169.16,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Cerco,16,5
7723,ESP000009888,SEGUNDO SANTA TERESA DE JESUS,14.9,27.93,Madera,195.64,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,14,5
7724,ESP000009889,EL NIÑO,13.08,18.53,Madera,169.16,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,9,5
7725,ESP000009890,RUOCA,6.93,2.4,Madera,5.88,Alta Definitiva,Rota,Cádiz,Andalucía,Artes menores,36,7
7726,ESP000009892,PALOMO,9.2,7.81,Madera,94.14,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,25,0
7727,ESP000009893,HERMANOS ORTIZ,13.65,19.58,Madera,117.68,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,19,5
7728,ESP000009894,NUESTRA SEÑORA DEL ROSARIO,13.480666666666668,11.43,Madera,94.14,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,6,5
7729,ESP000009895,AGUSTIN Y MANUEL,13.948666666666668,33.522,Madera,117.68,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,4,5
7730,ESP000009896,CARMEN LAMAS,12.44,21.82,Madera,75.76,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,19,5
7731,ESP000009899,FORTUNA,7.75,7.223333333333334,Madera,66.19,Baja Definitiva,Puerto de Santa Maria,Cádiz,Andalucía,Arrastre,3,8
7732,ESP000009901,MONTECRISTO,13.45,16.73,Madera,117.68,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Cerco,16,5
7733,ESP000009902,RIO BETIS,16.6,20.83,Madera,63.97,Alta Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,36,7
7734,ESP000009903,SAN JOSE,16.0,27.2,Madera,132.39,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,14,5
7735,ESP000009904,CRISTO DEL OCEANO,15.1,25.19,Madera,147.1,Baja Definitiva,Isla Cristina,Huelva,Andalucía,Arrastre,18,5
7736,ESP000009905,BLAS Y MARI,16.26,23.41,Madera,194.91,Baja Definitiva,Puerto de Santa Maria,Cádiz,Andalucía,Arrastre,13,5
7737,ESP000009906,SENRA III,16.983333333333334,30.32,Madera,198.58,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,11,5
7738,ESP000009907,ROSY,13.65,20.43,Madera,117.68,Baja Definitiva,Rota,Cádiz,Andalucía,Arrastre,11,5
7739,ESP000009908,FURIA,12.8,15.75,Madera,117.68,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Arrastre,18,5
7740,ESP000009909,BEATRIZ POMARES,8.897333333333332,2.2,Madera,29.42,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Artes menores,11,10
7741,ESP000009910,MARIA DEL CARMEN,7.75,2.47,Madera,11.77,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Artes menores,11,10
7742,ESP000009911,JOSE Y SALVADOR,10.5,7.69,Madera,94.14,Baja Definitiva,Puerto de Santa Maria,Cádiz,Andalucía,Arrastre,19,0
7743,ESP000009912,SAN ANTONIO,6.8,2.32,Madera,11.77,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,14,0
7744,ESP000009913,TOMAS Y ANTONIO,7.0920000000000005,1.13,Madera,30.89,Baja Definitiva,Sanlucar De Barrameda,Cádiz,Andalucía,Artes menores,11,10
7745,ESP000009914,TRAGABOLLOS,7.5,2.81,Madera,23.54,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,15,0
7746,ESP000009915,ROMPEOLAS,7.76,2.03,Madera,8.83,Baja Definitiva,Conil,Cádiz,Andalucía,Artes menores,29,7
7747,ESP000009916,ROCIO,7.9,3.01,Madera,19.12,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,9,10
7748,ESP000009917,REGLI Y ROCIO,6.7,1.39,Madera,19.12,Baja Definitiva,Rota,Cádiz,Andalucía,Artes menores,9,10
7749,ESP000009918,PACORRO,6.3,1.49,Madera,23.54,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,14,0
7750,ESP000009919,NUESTRA SEÑORA DE REGLA,6.8,2.03,Madera,5.9,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7751,ESP000009920,NUESTRA SEÑORA DE GUADALUPE,6.5,1.82,Madera,21.33,Baja Definitiva,Rota,Cádiz,Andalucía,Artes menores,10,10
7752,ESP000009921,MANUELA NENI,5.4,1.24,Madera,19.12,Baja Definitiva,Rota,Cádiz,Andalucía,Artes menores,10,10
7753,ESP000009923,MARIA SOLEDAD,7.0793333333333335,1.93,Madera,16.18,Baja Definitiva,Cadiz,Cádiz,Andalucía,Artes menores,12,10
7754,ESP000009924,MARY CARLOS,7.55,2.16,Madera,14.71,Baja Definitiva,Rota,Cádiz,Andalucía,Artes menores,10,10
7755,ESP000009925,MANUEL Y ANTONIO,7.4,2.01,Madera,23.53,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7756,ESP000009926,MAGDALENA,6.5,1.65,Madera,13.24,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,14,0
7757,ESP000009927,MANOLITO,7.8,2.33,Madera,22.06,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7758,ESP000009928,JOSE Y TOMAS,9.7,5.79,Madera,19.12,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7759,ESP000009929,JOSE LUIS,6.45,1.44,Madera,10.3,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7760,ESP000009930,ISLAS CANARIAS,8.15,2.95,Madera,22.06,Alta Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,36,7
7761,ESP000009931,ISABELI,6.0,1.33,Madera,7.35,Baja Definitiva,Chipiona,Cádiz,Andalucía,Artes menores,17,0
7762,ESP000009932,LIBRADA,16.34,46.89733333333333,Madera,176.52,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,4,5
7763,ESP000009933,CALPESCA,16.22,46.07,Madera,147.1,Baja Definitiva,Almería,Almería,Andalucía,Arrastre,7,5
7764,ESP000009934,ROSA MARIA,6.23,4.388666666666667,Madera,23.54,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Desconocido,3,8
7765,ESP000009935,MARIA DE LA O,4.2,0.41,Madera,13.97,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Artes menores,6,10
7766,ESP000009937,VICTOR TERESA,14.5,24.62,Madera,132.39,Baja Definitiva,Águilas,Murcia,Murcia,Palangre,11,5
7767,ESP000009938,MAR FRAN,16.45,48.5,Madera,239.77,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,22,1
7768,ESP000009939,GENN,15.75,17.36,Madera,82.38,Baja Definitiva,Benicarlo,Castellón,Comunitat Valenciana,Arrastre,16,5
7769,ESP000009940,CARMEN,14.96,22.29,Madera,58.84,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,15,5
7770,ESP000009941,JOVEN TERESA,14.2,12.43,Madera,62.52,Baja Definitiva,Almería,Almería,Andalucía,Arrastre,32,7
7771,ESP000009942,LOLA SORIANO,18.42933333333333,61.09,Madera,154.45,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,4,5
7772,ESP000009943,MARIA DE LAS NIEVES,13.08,13.48,Madera,82.38,Baja Definitiva,La Ametlla De Mar,Tarragona,Cataluña,Arrastre,2,8
7773,ESP000009945,HERMANOS CARABAL,21.38,46.33,Madera,172.84,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,13,5
7774,ESP000009946,ANTONIO RAMS,18.729333333333333,43.74,Madera,147.1,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,9,5
7775,ESP000009947,EL CARMEN,15.13,32.83,Madera,92.67,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,11,5
7776,ESP000009948,AMALIA SIMO,16.19,43.29,Madera,143.42,Baja Definitiva,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre,7,5
7777,ESP000009952,VICENTE E ISABEL,16.43,52.17,Madera,183.87,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,7,5
7778,ESP000009954,SALVADOR MAROTO,19.88,42.68,Madera,139.74,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,13,5
7779,ESP000009955,ANTONIA PEÑA,15.75,30.7,Madera,113.27,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,8,5
7780,ESP000009956,MANUEL Y ROSA,23.9,129.84,Acero,539.12,Baja Definitiva,Barcelona,Barcelona,Cataluña,Arrastre,28,1
7781,ESP000009957,VINUESA PRIMERA,20.62,43.0,Madera,220.65,Baja Definitiva,Denia,Alicante,Comunitat Valenciana,Arrastre,22,1
7782,ESP000009958,MAGDALENA RAFELS,21.0,100.9,Madera,294.2,Baja Definitiva,Castellon de la Plana,Castellón,Comunitat Valenciana,Arrastre,15,5
7783,ESP000009959,SAN ISIDRO,11.0,5.916666666666668,Madera,44.13,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Desconocido,2,8
7784,ESP000009960,SAN JOSE,13.35,19.65,Madera,91.94,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Artes menores,6,10
7785,ESP000009961,SAN VICENTE,15.0,19.202,Madera,86.05,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Desconocido,4,8
7786,ESP000009962,SANTA GEMA,16.85,36.755333333333326,Madera,139.74,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Desconocido,2,8
7787,ESP000009963,SANTA MARIA MAGDALENA,13.7,29.53,Madera,108.85,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Artes menores,7,10
7788,ESP000009965,SIEMPRE ANA MARI,18.35,27.0,Madera,183.87,Baja Definitiva,Motrico,Gipuzkoa,País Vasco,Artes menores,14,5
7789,ESP000009966,URIARTE SEGUNDO,14.75,10.63,Madera,94.14,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,12,10
7790,ESP000009967,ARANTZAZUKO AMA,23.1,60.0,Madera,279.49,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Palangre,14,5
7791,ESP000009968,ZERU PE,16.4,30.0,Madera,132.39,Baja Definitiva,Ceuta,Ceuta,Ceuta,Artes menores,16,0
7792,ESP000009969,ZORIONAK,16.3,29.0,Madera,161.81,Baja Definitiva,Vigo,Pontevedra,Galicia,Artes menores,25,7
7793,ESP000009970,AITA DOMINGO,27.11,97.46,Madera,514.85,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,14,5
7794,ESP000009971,BERRIZ ANA MARI,22.8,125.92,Madera,301.55,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,8,5
7795,ESP000009972,BERRIZ NUESTRA SEÑORA DEL MANZANO,27.6,122.88,Madera,349.36,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,15,5
7796,ESP000009973,BETI SAN FERMIN,26.12,110.11,Madera,400.85,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,15,5
7797,ESP000009974,GRAN BEATO VALENTIN,22.6,104.0,Madera,294.2,Baja Definitiva,Ceuta,Ceuta,Ceuta,Cerco,16,5
7798,ESP000009975,GURE ALAYA,20.94,87.20933333333332,Madera,268.46,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,4,5
7799,ESP000009976,GURE AMA LUR,17.25,38.0,Madera,139.74,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,12,5
7800,ESP000009977,IZAR ZURI,26.45,127.0,Madera,323.62,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,14,5
7801,ESP000009978,MADRE GUADALUPE,29.1,111.0,Madera,661.95,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,14,6
7802,ESP000009979,MADRE DE LOURDES,20.8,48.0,Madera,279.49,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,10,5
7803,ESP000009980,GUADALUPEKO IZARRA,30.6,152.0,Madera,661.95,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,18,6
7804,ESP000009981,NUEVO BELLA MAR,24.15,91.0,Madera,367.75,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,10,5
7805,ESP000009982,NUEVO GLORIOSO SAN PEDRO,24.8,104.75666666666667,Madera,345.68,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Desconocido,2,5
7806,ESP000009983,NUEVO JOSE JAVIER,22.08,72.0,Madera,330.97,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,15,5
7807,ESP000009984,NUEVO JUANJO,19.2,66.03,Madera,257.42,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,7,5
7808,ESP000009985,NUEVO SANTA CLARA,19.91,48.0,Madera,257.42,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,12,5
7809,ESP000009986,NUEVO MARIA REINA DE LOS CIELOS,25.89,107.0,Madera,514.85,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,17,5
7810,ESP000009987,NUEVO PATXIKU,25.92,116.63,Madera,441.3,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,5,5
7811,ESP000009988,SAN FRANCISCO GLORIOSO,24.2,125.59,Madera,294.2,Baja Definitiva,Fuenterrabia,Gipuzkoa,País Vasco,Cerco,7,5
