,cfr,nombre,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte,Edad_buque,cluster
12759,ESP000020438,CARMEN,6.55,1.3713333333333333,Madera,8.09,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,1,8
12760,ESP000020439,CRISTO DEL OCEANO,12.1,10.6,Madera,102.97,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,12,10
12761,ESP000020440,ANA MARIA,6.33,1.13,Madera,8.83,Baja Definitiva,Agaete,Las Palmas,Canarias,Artes menores,19,0
12762,ESP000020441,RIO AGUAMIA,31.28,201.674,Acero,478.07,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,3,6
12763,ESP000020442,LOLE,6.5,1.01,Madera,11.03,Baja Definitiva,Agaete,Las Palmas,Canarias,Artes menores,13,10
12764,ESP000020443,CARMEN,6.34,1.16,Madera,4.41,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,12,10
12765,ESP000020444,CUATRO HERMANOS,6.75,1.21,Madera,5.88,Baja Definitiva,Morro Jable,Las Palmas,Canarias,Artes menores,24,0
12766,ESP000020445,ALBOR UNO,33.8,364.0,Acero,643.56,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Desconocido,15,6
12767,ESP000020446,BONANZA,7.15,1.98,Madera,11.03,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,15,0
12768,ESP000020447,KIRICO,9.1,7.88,Madera,99.29,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,19,0
12769,ESP000020448,RIO NILO,12.4,8.07,Poliester,52.94,Alta Definitiva,Agaete,Las Palmas,Canarias,Artes menores,36,3
12770,ESP000020449,JOSE DEL PINO,6.0,1.04,Madera,6.62,Baja Definitiva,Corralejo,Las Palmas,Canarias,Artes menores,15,0
12771,ESP000020450,ANTONIA,6.0,1.03,Madera,5.15,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,8,10
12772,ESP000020451,SANTIAGO,6.0,0.95,Madera,7.35,Baja Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,19,0
12773,ESP000020452,PACIFICO,6.15,0.85,Madera,5.15,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,11,10
12774,ESP000020453,DAVID MATIAS,7.75,2.36,Madera,9.36,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,25,0
12775,ESP000020454,ELIAS,6.6,1.14,Madera,7.35,Baja Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,20,0
12776,ESP000020455,CUBIN,5.3,0.68,Madera,8.83,Baja Definitiva,Agaete,Las Palmas,Canarias,Artes menores,10,10
12777,ESP000020456,TRES HERMANOS,6.3,0.97,Madera,5.15,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,6,10
12778,ESP000020457,CARMEN,6.0,1.13,Madera,5.15,Baja Definitiva,Corralejo,Las Palmas,Canarias,Artes menores,24,0
12779,ESP000020458,CARMEN SOLI,7.8,2.19,Madera,5.88,Alta Definitiva,San Cristóbal,Las Palmas,Canarias,Artes menores,36,7
12780,ESP000020459,CARMEN ARANZAZU,8.71,2.97,Poliester,59.0,Alta Definitiva,Gran Tarajal,Las Palmas,Canarias,Artes menores,36,3
12781,ESP000020460,NIÑA GLORIA,7.3,1.38,Madera,13.97,Alta Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,36,7
12782,ESP000020461,NUESTRA SEÑORA DEL CARMEN,7.4,1.69,Acero,26.47,Baja Provisional,Castillo del Romeral,Las Palmas,Canarias,Artes menores,36,3
12783,ESP000020462,NUESTRA SEÑORA DEL CARMEN,7.0,1.63,Madera,21.32,Alta Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12784,ESP000020463,ESTELA MARY,6.39,1.1,Madera,5.15,Baja Definitiva,Morro Jable,Las Palmas,Canarias,Artes menores,23,0
12785,ESP000020464,EL PUMA,7.61,2.44,Madera,27.21,Baja Definitiva,Corralejo,Las Palmas,Canarias,Artes menores,19,0
12786,ESP000020465,GLORIA SEGUNDA,6.2,1.13,Madera,5.88,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,12,10
12787,ESP000020466,FLOR DEL COTILLO,5.54,0.74,Madera,5.15,Alta Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,36,7
12788,ESP000020467,SELVA DEL MAR SEGUNDO,7.91,2.64,Madera,17.65,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,20,0
12789,ESP000020468,SANTO ANGEL,6.25,1.26,Madera,8.83,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,24,0
12790,ESP000020469,AGUILA DEL MAR,5.92,1.02,Madera,6.62,Baja Provisional,Puerto del Rosario,Las Palmas,Canarias,Artes menores,36,7
12791,ESP000020470,SIRENA DEL MAR,6.75,2.26,Madera,21.33,Baja Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,5,10
12792,ESP000020471,LORENZO,7.0,1.92,Madera,11.03,Baja Definitiva,Mogán,Las Palmas,Canarias,Artes menores,19,0
12793,ESP000020472,DIEGO ANTONIO,6.75,1.68,Madera,11.03,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,11,10
12794,ESP000020473,MARGARITA MARI,5.79,0.95,Madera,5.15,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,21,0
12795,ESP000020474,ALFREDO,6.15,1.02,Madera,24.63,Alta Definitiva,Gran Tarajal,Las Palmas,Canarias,Artes menores,36,7
12796,ESP000020475,MARIA ESTHER,5.57,1.03,Madera,4.41,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,23,0
12797,ESP000020476,MARCELINA,6.260666666666666,1.17,Madera,9.56,Baja Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,11,10
12798,ESP000020477,MARIA DEL BUEN VIAJE,4.73,0.55,Madera,6.62,Alta Definitiva,San Cristóbal,Las Palmas,Canarias,Artes menores,36,7
12799,ESP000020478,MAR NEGRO,7.43,1.52,Madera,11.03,Baja Definitiva,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores,21,0
12800,ESP000020479,EL RECA,8.22,2.84,Madera,11.03,Alta Definitiva,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12801,ESP000020480,FRANCO,7.88,1.59,Madera,5.15,Baja Definitiva,Los Cristianos,Santa Cruz de Tenerife,Canarias,Artes menores,34,7
12802,ESP000020481,JOSE MIGUEL,7.3,1.63,Madera,5.15,Baja Definitiva,Los Cristianos,Santa Cruz de Tenerife,Canarias,Artes menores,13,10
12803,ESP000020482,SANTA DIGNA,5.92,0.78,Madera,18.38,Alta Definitiva,Las Galletas,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12804,ESP000020483,PLANA MAR,8.5,2.78,Madera,21.33,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,11,10
12805,ESP000020484,YALOHAY,7.81,2.21,Madera,16.25,Alta Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12806,ESP000020485,VENCEDOR,7.1,1.48,Madera,5.4,Alta Definitiva,Puerto de la Cruz,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12807,ESP000020486,CAMPEON,10.5,5.83,Madera,58.82,Baja Provisional,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12808,ESP000020487,DOS HERMANOS,5.65,0.76,Madera,2.21,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,11,10
12809,ESP000020488,AUDAZ,6.96,1.42,Madera,2.21,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12810,ESP000020489,AGUEDA,4.3,0.64,Madera,3.68,Baja Definitiva,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12811,ESP000020490,EL LOBO,7.88,1.95,Madera,5.15,Alta Definitiva,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12812,ESP000020491,ABEL,7.0,1.7833333333333337,Madera,9.56,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Desconocido,3,8
12813,ESP000020492,PAZ CRUZ,5.7,0.9813333333333336,Madera,5.88,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Desconocido,3,8
12814,ESP000020493,VALEROSO,5.55,0.64,Madera,13.97,Alta Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12815,ESP000020494,RAMON,6.15,0.93,Madera,3.68,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,7,10
12816,ESP000020495,EL AGUILA,6.11,0.93,Madera,3.68,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,18,0
12817,ESP000020496,TENERRA,7.99,1.75,Poliester,18.39,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,25,9
12818,ESP000020497,JANEQUIN,6.6,1.3733333333333333,Madera,8.83,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Desconocido,4,8
12819,ESP000020498,UYUYUY,5.5,0.91,Madera,3.68,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12820,ESP000020499,ALEGRIA,4.85,0.5886666666666667,Madera,4.41,Baja Definitiva,Villa de Mazo,Santa Cruz de Tenerife,Canarias,Desconocido,4,8
12821,ESP000020500,CHANO,5.96,1.07,Madera,21.32,Alta Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,36,7
12822,ESP000020501,CARBALLO I,5.31,0.76,Madera,8.09,Alta Definitiva,Playa San Juan - Guia Isora,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12823,ESP000020502,FRANCISCO Y MARIA,4.3,0.43,Madera,22.06,Baja Definitiva,Velez-Malaga,Málaga,Andalucía,Artes menores,19,0
12824,ESP000020503,BENITO,5.462000000000001,0.97,Madera,11.03,Baja Definitiva,Málaga,Málaga,Andalucía,Artes menores,8,10
12825,ESP000020505,EL AMANECER UNO,5.64,0.97,Poliester,18.4,Alta Definitiva,Garachico,Santa Cruz de Tenerife,Canarias,Artes menores,36,3
12826,ESP000020506,ELIO,8.8,3.87,Madera,44.85,Alta Definitiva,La Restinga,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12827,ESP000020507,ELISA,5.95,0.6566666666666667,Madera,2.94,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Desconocido,4,8
12828,ESP000020508,PRINCESA DEL ATLANTICO,6.3,1.77,Madera,21.33,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,8,10
12829,ESP000020509,ROSARIO,6.5,1.25,Madera,2.94,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,6,10
12830,ESP000020510,AGUSTINA,8.45,3.07,Poliester,14.71,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,23,9
12831,ESP000020511,CANARIAS CINCO,6.08,0.78,Madera,5.88,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,11,10
12832,ESP000020512,MELVA,7.9,1.86,Madera,8.83,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,23,0
12833,ESP000020513,MUGARDOS,8.3,1.62,Poliester,9.56,Alta Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,36,3
12834,ESP000020514,PALOMA,6.5,0.93,Madera,4.78,Baja Provisional,Agaete,Las Palmas,Canarias,Artes menores,36,7
12835,ESP000020515,PERICO,6.55,1.13,Madera,11.77,Baja Definitiva,Arguineguín,Las Palmas,Canarias,Artes menores,17,0
12836,ESP000020516,NESTOR,6.44,1.04,Madera,5.88,Alta Definitiva,Corralejo,Las Palmas,Canarias,Artes menores,36,7
12837,ESP000020517,MARIA JOSE,6.58,1.3,Madera,13.24,Alta Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12838,ESP000020518,ALEXIS,5.3,0.56,Madera,2.94,Baja Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,15,0
12839,ESP000020519,CARLOS II,8.45,2.89,Madera,10.29,Alta Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12840,ESP000020520,ESTRELLA DEL MAR,7.46,1.86,Poliester,13.24,Baja Provisional,Arguineguín,Las Palmas,Canarias,Artes menores,36,3
12841,ESP000020521,LUNA,5.14,0.9000000000000001,Madera,6.62,Baja Definitiva,San Sebastián de la Gomera,Santa Cruz de Tenerife,Canarias,Artes menores,5,10
12842,ESP000020522,MISS GOMERA,8.1,2.26,Madera,11.03,Baja Definitiva,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores,32,7
12843,ESP000020523,DOLORES,4.42,0.43,Madera,18.39,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,17,0
12844,ESP000020524,ESTRELLA DE LOS MARES,7.6,2.46,Madera,25.74,Baja Definitiva,La Aldea,Las Palmas,Canarias,Artes menores,19,0
12845,ESP000020525,EXPOSITO,6.5,1.76,Madera,12.5,Baja Definitiva,Agaete,Las Palmas,Canarias,Artes menores,16,0
12846,ESP000020526,HERMANOS MORAN,6.1,0.97,Madera,5.15,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,19,0
12847,ESP000020527,J.A.EL MENUT,31.84,364.0,Acero,809.05,Baja Definitiva,Ceuta,Ceuta,Ceuta,Arrastre,22,6
12848,ESP000020528,LIGERO,7.2,1.28,Madera,16.18,Alta Definitiva,Castillo del Romeral,Las Palmas,Canarias,Artes menores,36,7
12849,ESP000020529,NUEVO PAPA,6.92,1.51,Madera,18.38,Alta Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,36,7
12850,ESP000020530,VIRGEN DEL CARMEN,6.55,1.11,Madera,19.12,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,11,10
12851,ESP000020531,COLON,7.5,2.57,Madera,40.44,Alta Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,36,7
12852,ESP000020532,YAIZA,5.76,1.11,Madera,11.03,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,11,10
12853,ESP000020533,VIRGEN DE LOURDES,5.66,1.0,Madera,4.41,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,18,0
12854,ESP000020534,REY DE LOS MARES,6.0,1.26,Madera,6.62,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,11,10
12855,ESP000020535,MAR BELLO,7.04,1.55,Madera,11.77,Baja Definitiva,Playa Blanca,Las Palmas,Canarias,Artes menores,23,0
12856,ESP000020536,MARIA JOSE,3.95,0.97,Madera,5.15,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,18,0
12857,ESP000020537,LA CONCEPCION,4.36,0.56,Madera,14.71,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,11,10
12858,ESP000020538,CHUBASCO,7.44,2.33,Madera,23.54,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,12,10
12859,ESP000020539,BANEZA DEL MAR,8.63,2.65,Madera,33.09,Alta Definitiva,Puerto del Rosario,Las Palmas,Canarias,Artes menores,36,7
12860,ESP000020540,ANGEL SOLA,4.68,0.64,Madera,6.62,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,16,0
12861,ESP000020541,PALA,7.86,1.0366666666666666,Madera,8.83,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Desconocido,4,8
12862,ESP000020542,CUYAMEL,5.8,0.52,Madera,4.41,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,7,10
12863,ESP000020543,RUMBO,6.3,1.22,Madera forrada de Fibra,8.83,Alta Definitiva,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores,36,3
12864,ESP000020544,HORMIGA,6.1,0.9466666666666668,Madera,6.62,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Desconocido,4,8
12865,ESP000020545,CAURI,5.85,0.83,Madera,2.21,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,25,0
12866,ESP000020546,TALAVERA,5.95,1.15,Madera,4.41,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,28,7
12867,ESP000020547,LEBREL,5.85,0.72,Madera,4.41,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,7,10
12868,ESP000020548,SAN LUIS,7.27,2.06,Madera,16.18,Alta Definitiva,Corralejo,Las Palmas,Canarias,Artes menores,36,7
12869,ESP000020549,RUT,5.75,0.76,Madera,4.41,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,8,10
12870,ESP000020550,ROSARITO,6.05,0.8633333333333334,Madera,4.41,Baja Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Desconocido,3,8
12871,ESP000020551,EL PACO,7.25,2.24,Poliester,27.21,Alta Definitiva,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,36,3
12872,ESP000020552,ESE,5.5,0.67,Madera,5.15,Baja Provisional,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores,36,7
12873,ESP000020553,VIRGEN DE COVADONGA,7.5,2.34,Poliester,33.1,Baja Definitiva,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores,20,9
12874,ESP000020554,AJACHE,27.33,93.0,Madera,205.94,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,13,5
12875,ESP000020555,SARA YE,6.65,1.17,Madera,5.15,Baja Definitiva,Gran Tarajal,Las Palmas,Canarias,Artes menores,28,7
12876,ESP000020556,VIRGEN DEL CARMEN CINCO,7.03,1.2,Madera,11.03,Baja Provisional,Taliarte - Melenara,Las Palmas,Canarias,Artes menores,36,7
12877,ESP000020557,CALERO,6.65,1.31,Madera,6.62,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,11,10
12878,ESP000020558,JOVEN ANDREA,6.25,0.8,Madera,5.15,Baja Definitiva,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores,19,0
12879,ESP000020559,JUAN FRANCISCO,6.66,1.29,Madera,11.03,Baja Definitiva,La Aldea,Las Palmas,Canarias,Artes menores,14,0
12880,ESP000020560,MARI SOL,5.1,0.976,Madera,9.56,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12881,ESP000020561,ANUSKA II,7.5,2.55,Madera,34.57,Alta Definitiva,Tazones,Asturias,Asturias,Artes menores,36,7
12882,ESP000020562,GLORIA,8.5,2.380666666666667,Madera,13.24,Baja Definitiva,Gijon,Asturias,Asturias,Desconocido,3,8
12883,ESP000020563,CARMEN LOLY,4.9,0.77,Madera,3.53,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,19,0
12884,ESP000020564,TAURO,6.1,1.23,Madera,9.56,Alta Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,36,7
12885,ESP000020565,TERESA,6.82,1.4,Madera,17.65,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,18,0
12886,ESP000020566,TRES HERMANOS,6.33,1.5,Madera,7.35,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,17,0
12887,ESP000020567,TAMIA,8.0,2.81,Madera,26.48,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,11,10
12888,ESP000020568,SAN MIGUEL,6.98,2.9,Madera,26.48,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,7,10
12889,ESP000020569,MAYI,6.5,3.8566666666666674,Madera,29.42,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12890,ESP000020570,SANTA FE,5.4,1.08,Madera,16.18,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,14,0
12891,ESP000020571,PEDRO JORGE,7.2,1.76,Madera,10.3,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,18,0
12892,ESP000020572,MOZAGA,6.11,1.38,Madera,17.65,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,13,10
12893,ESP000020573,MARIBEL,5.5,1.15,Madera,5.15,Baja Definitiva,Arrecife de Lanzarote,Las Palmas,Canarias,Artes menores,19,0
12894,ESP000020574,MAR DEL NORTE,5.3,0.85,Madera,5.52,Baja Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,23,0
12895,ESP000020575,LAS NIEVES,6.65,1.61,Madera,5.88,Alta Definitiva,Caleta del Sebo,Las Palmas,Canarias,Artes menores,36,7
12896,ESP000020576,GENERAL VARELA,7.33,1.68,Madera,14.71,Alta Definitiva,Orzola,Las Palmas,Canarias,Artes menores,36,7
12897,ESP000020577,BOGAVANTE,7.1,1.51,Madera,5.88,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,17,0
12898,ESP000020578,FRANCISCA,7.2,1.74,Madera,11.76,Alta Definitiva,Noia,A Coruña,Galicia,Artes menores,36,7
12899,ESP000020579,EL CENTAURO,7.282666666666667,3.39,Madera,24.27,Baja Definitiva,La Coruña,A Coruña,Galicia,Artes menores,11,10
12900,ESP000020580,CHATA,5.0,1.0,Poliester,18.38,Alta Definitiva,Palmeira,A Coruña,Galicia,Artes menores,36,3
12901,ESP000020581,HERMANOS BRAÑA,13.7,17.55,Madera,88.26,Baja Definitiva,Cedeira,A Coruña,Galicia,Artes fijas,28,7
12902,ESP000020582,MONICA,8.0,2.806666666666666,Madera,12.5,Baja Definitiva,Pasajes,Gipuzkoa,País Vasco,Desconocido,4,8
12903,ESP000020583,ATXAPE,8.76,1.98,Madera,13.24,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Artes menores,13,10
12904,ESP000020584,TARASKA,6.144666666666667,1.23,Madera,9.56,Baja Definitiva,Bermeo,Bizkaia,País Vasco,Artes menores,11,10
12905,ESP000020585,CIPRIANA,4.8,0.86,Madera,6.62,Baja Definitiva,Muros,A Coruña,Galicia,Artes menores,7,10
12906,ESP000020586,CUARTO CABO NAVAL,20.09,54.81,Madera,205.88,Alta Definitiva,Portosín,A Coruña,Galicia,Cerco,35,1
12907,ESP000020587,VOLVER SEGUNDO,14.35,17.58,Madera,61.78,Baja Definitiva,Portosín,A Coruña,Galicia,Artes menores,22,0
12908,ESP000020589,CACHARULO,16.6,38.41,Madera,117.65,Alta Definitiva,Lage,A Coruña,Galicia,Artes menores,35,7
12909,ESP000020590,FARO DE MORRAZAN,27.0,186.0,Acero,242.71,Baja Definitiva,Marin,Pontevedra,Galicia,Arrastre,20,1
12910,ESP000020592,TAJAMAR II,8.8,3.01,Madera,49.26,Baja Provisional,Sanjenjo,Pontevedra,Galicia,Artes menores,36,7
12911,ESP000020593,XIO,12.1,11.2,Madera,66.93,Baja Definitiva,Lage,A Coruña,Galicia,Artes menores,23,0
12912,ESP000020594,PIANELO PRIMERO,8.38,3.6,Poliester,25.01,Alta Definitiva,Guardamar del Segura,Alicante,Comunitat Valenciana,Artes menores,35,3
12913,ESP000020595,GOLONDRINA,5.3,0.82,Madera,8.83,Baja Definitiva,Cangas,Pontevedra,Galicia,Artes menores,19,0
12914,ESP000020596,CUBANA,4.9,0.7713333333333332,Poliester,18.39,Baja Definitiva,Cangas,Pontevedra,Galicia,Artes menores,4,9
12915,ESP000020597,CORAL,5.0,0.75,Madera,8.83,Baja Definitiva,Portonovo,Pontevedra,Galicia,Artes menores,14,0
12916,ESP000020598,TITA,4.8,0.68,Madera,8.09,Baja Definitiva,Bayona,Pontevedra,Galicia,Artes menores,11,10
12917,ESP000020600,MARELIÑAS,4.9,0.89,Madera,4.41,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,8,10
12918,ESP000020601,TONIÑO,9.25,3.2353333333333336,Madera,25.74,Baja Definitiva,Villanueva,Pontevedra,Galicia,Desconocido,2,8
12919,ESP000020602,HERMANOS ARAUJO,5.5,1.36,Madera,8.83,Baja Definitiva,Punta Umbria,Huelva,Andalucía,Artes menores,11,10
12920,ESP000020604,CARNAVAL,7.3,2.57,Madera,19.12,Baja Definitiva,Rota,Cádiz,Andalucía,Artes menores,9,10
12921,ESP000020605,MIRAME,5.45,0.54,Madera,4.41,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,9,10
12922,ESP000020606,NUEVA BENIGNA,9.0,2.95,Madera,11.03,Baja Definitiva,Noia,A Coruña,Galicia,Artes menores,9,10
12923,ESP000020607,BONITA,5.5,1.07,Madera,2.94,Baja Definitiva,Bayona,Pontevedra,Galicia,Artes menores,11,10
12924,ESP000020608,MARIA JESUS,5.6,0.6266666666666666,Madera,2.21,Baja Definitiva,Zumaya,Gipuzkoa,País Vasco,Desconocido,4,8
12925,ESP000020609,CANTIÑO,7.0,1.86,Madera,11.77,Baja Definitiva,Bayona,Pontevedra,Galicia,Artes menores,14,0
12926,ESP000020610,MARICHU,5.2,0.7340000000000001,Madera,2.21,Baja Definitiva,Guetaria,Gipuzkoa,País Vasco,Desconocido,4,8
12927,ESP000020611,ADELINA,5.317333333333334,1.07,Madera,4.41,Baja Definitiva,Ribadeo,Lugo,Galicia,Artes menores,11,10
12928,ESP000020614,MATILDE,6.2,0.9473333333333334,Madera,6.62,Baja Definitiva,Cariño,A Coruña,Galicia,Artes menores,3,10
12929,ESP000020615,HERMANOS ALONSO,13.1,13.28,Madera,94.14,Baja Definitiva,Burela,Lugo,Galicia,Artes menores,14,0
12930,ESP000020616,BRUMA,5.12,0.76,Madera,7.35,Baja Definitiva,Figueras,Asturias,Asturias,Artes menores,7,10
12931,ESP000020617,JUAN Y JOSE,6.8,1.68,Madera,13.24,Baja Definitiva,Motril,Granada,Andalucía,Artes menores,20,0
12932,ESP000020618,EL CORDOBES,5.7,0.99,Madera,14.71,Baja Definitiva,La Linea de la Concepción,Cádiz,Andalucía,Artes menores,11,10
