cfr,nombre,fc_alta_rgfp,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,fc_estado,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte
ESP000023117,EL MORICO,1996-01-12,15.23,22.0,Madera,136.8,Baja Definitiva,2008-09-24,Punta Umbria,Huelva,Andalucía,Artes menores
ESP000023118,NOVO RECARE,1996-01-16,33.5,282.0,Acero,345.68,Baja Definitiva,2012-11-22,Vigo,Pontevedra,Galicia,Arrastre
ESP000023119,MARIA ROSA DOS,1996-01-16,9.3,4.92,Madera,63.97,Alta Definitiva,1996-01-16,Muros,A Coruña,Galicia,Artes menores
ESP000023120,CALUMAR,1996-01-16,6.75,1.66,Poliester,17.65,Alta Definitiva,2012-09-03,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores
ESP000023121,FRANCISCO Y AMPARO,1996-01-16,23.5,45.93,Poliester,254.48,Baja Definitiva,2021-11-25,Arenys de Mar,Barcelona,Cataluña,Cerco
ESP000023122,TRANCHITO CUARTO,1996-01-16,12.7,12.75,Madera,106.62,Alta Definitiva,1996-01-16,Cambados,Pontevedra,Galicia,Cerco
ESP000023123,ONREMO,1996-01-16,9.22,4.08,Poliester,22.06,Alta Definitiva,1996-01-16,Valencia,Valencia,Comunitat Valenciana,Artes menores
ESP000023124,SAN RAMON DOS,1996-01-16,10.7,6.75,Madera,22.06,Alta Definitiva,1996-01-16,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores
ESP000023125,MONXO SEGUNDO,1996-01-16,28.0,181.0,Acero,262.5,Alta Definitiva,1996-01-16,La Guardia,Pontevedra,Galicia,Palangre
ESP000023127,PANCHITO SEGUNDO,1996-01-26,11.3,8.19,Madera,106.6,Alta Definitiva,1996-01-26,Portosín,A Coruña,Galicia,Cerco
ESP000023128,NOVA MADRE ANTONIA,1996-01-26,14.2,14.2,Madera,32.35,Alta Definitiva,1996-01-26,Camelle,A Coruña,Galicia,Artes menores
ESP000023129,MARIVI UNO,1996-01-26,27.3,192.0,Acero,305.9,Alta Definitiva,1996-01-26,La Guardia,Pontevedra,Galicia,Palangre
ESP000023130,CLEMENTE UNO,1996-01-26,5.87,1.65,Poliester,14.71,Baja Definitiva,2021-05-11,Redondela,Pontevedra,Galicia,Artes menores
ESP000023131,INOCENCIA,1996-01-26,7.9,4.5,Madera,25.74,Baja Definitiva,2002-09-18,La Puebla del Caramiñal,A Coruña,Galicia,Artes menores
ESP000023132,ROSITA Y ELENA,1996-01-26,8.0,2.37,Madera,29.42,Baja Definitiva,1999-04-12,Isla Cristina,Huelva,Andalucía,Artes menores
ESP000023133,HERMANOS BUSTO,1996-02-02,29.35,220.0,Acero,411.76,Alta Definitiva,1996-02-02,Ondarroa,Bizkaia,País Vasco,Artes fijas
ESP000023135,JUAN ANTONIO,1996-02-05,7.42,2.63,Poliester,5.88,Alta Definitiva,1996-02-05,Cangas,Pontevedra,Galicia,Artes menores
ESP000023136,PLAYA DE AGRELO,1996-02-08,37.5,375.0,Acero,573.69,Baja Definitiva,2009-12-21,Cadiz,Cádiz,Andalucía,Arrastre
ESP000023137,DADIMAR,1996-02-08,28.0,184.0,Acero,262.5,Alta Definitiva,1996-02-08,La Guardia,Pontevedra,Galicia,Palangre
ESP000023138,PEÑA LA DEVA,1996-02-09,27.4,193.13,Acero,353.04,Baja Definitiva,2012-12-13,Aviles,Asturias,Asturias,Arrastre
ESP000023139,MARI NIEVES,1996-02-14,13.3,14.54,Madera,84.56,Alta Definitiva,1996-02-14,Lira-Carnota,A Coruña,Galicia,Artes menores
ESP000023140,L'AVI MIQUEL,1996-02-14,8.0,2.91,Poliester,36.77,Baja Definitiva,2014-12-18,Lloret de Mar,Girona,Cataluña,Artes menores
ESP000023141,PUNTA DE CESANTES,1996-02-14,10.5,6.59,Madera,33.1,Alta Definitiva,2024-08-09,Redondela,Pontevedra,Galicia,Artes menores
ESP000023142,IAIO ALEX,1996-02-14,18.88,30.76,Poliester,95.6,Alta Definitiva,1996-02-14,La Ametlla De Mar,Tarragona,Cataluña,Arrastre
ESP000023143,NUEVO DELFIN,1996-02-14,14.5,18.59,Madera,116.94,Baja Definitiva,2003-09-01,Barbate,Cádiz,Andalucía,Cerco
ESP000023144,NAILA,1996-02-21,9.2,4.37,Madera,29.42,Baja Definitiva,2003-12-01,Ayamonte,Huelva,Andalucía,Artes menores
ESP000023145,HARO MACIAS,1996-02-21,8.2,3.29,Poliester,22.06,Alta Definitiva,2009-07-22,Marbella,Málaga,Andalucía,Artes menores
ESP000023146,PIXUETINAS,1996-02-21,27.5,198.0,Acero,202.26,Baja Definitiva,2014-12-17,Burela,Lugo,Galicia,Artes fijas
ESP000023147,MANOLO Y ENCARNA,1996-02-21,9.19,4.28,Madera,25.74,Baja Definitiva,2017-12-21,Águilas,Murcia,Murcia,Artes menores
ESP000023148,FLOR DE BARCELONA,1996-02-21,18.25,26.89,Madera,95.61,Alta Definitiva,1996-02-21,Cartagena,Murcia,Murcia,Arrastre
ESP000023149,EL REY DE LAS OLAS,1996-02-29,8.64,2.94,Madera,21.32,Baja Provisional,2021-02-04,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023150,PENYAL BLANC,1996-02-29,7.51,1.62,Poliester,21.33,Alta Definitiva,1996-02-29,Cala-Ratjada,Illes balears,Illes balears,Artes menores
ESP000023151,GONZALEZ RUIZ,1996-09-10,24.0,100.39,Poliester,180.93,Baja Definitiva,2007-09-14,Carboneras,Almería,Andalucía,Palangre
ESP000023152,JUAMA,1996-02-29,27.0,207.0,Acero,316.26,Baja Definitiva,2011-06-03,Cillero,Lugo,Galicia,Arrastre
ESP000023153,LUNA,1996-02-29,6.3,1.56,Poliester,5.88,Alta Definitiva,2025-01-27,Valle Gran Rey,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023154,ALFONSO RIERA PRIMERO,1996-02-29,25.5,181.0,Acero,294.2,Baja Definitiva,2011-11-11,Huelva,Huelva,Andalucía,Arrastre
ESP000023156,ABANDONADO,1996-02-29,5.3,0.74,Madera,6.62,Baja Definitiva,2002-06-10,Noia,A Coruña,Galicia,Artes menores
ESP000023157,FARPESCA QUINTO,1996-03-07,36.5,315.0,Acero,358.92,Baja Definitiva,2011-09-15,Vigo,Pontevedra,Galicia,Arrastre
ESP000023158,PUNTA ESCADIÑA,1996-03-13,32.0,269.0,Acero,358.92,Baja Definitiva,2014-10-22,Marin,Pontevedra,Galicia,Arrastre
ESP000023159,BENJAMIN,1996-03-13,13.77,18.01,Madera,85.32,Alta Definitiva,1996-03-13,Finisterre,A Coruña,Galicia,Artes menores
ESP000023160,AINHOLARA,1996-03-13,16.0,23.0,Acero,88.26,Baja Definitiva,2017-12-29,Luarca,Asturias,Asturias,Palangre
ESP000023161,PLAYA DE RIOS,1996-03-13,7.0,1.77,Poliester,11.03,Baja Definitiva,2001-01-29,Camariñas,A Coruña,Galicia,Artes menores
ESP000023162,OS MEREXOS,1996-03-13,19.0,66.82,Madera,147.1,Baja Definitiva,2015-12-15,Cariño,A Coruña,Galicia,Artes fijas
ESP000023163,LOS MANZANERA,1996-03-13,7.8,2.6,Madera,16.18,Alta Definitiva,1996-03-13,Águilas,Murcia,Murcia,Artes menores
ESP000023164,ALBACORA UNO,1996-03-21,105.0,3584.0,Acero,5850.0,Alta Definitiva,1996-03-21,Bermeo,Bizkaia,País Vasco,Cerco
ESP000023165,JOXAN SEGUNDO,1996-04-09,6.65,1.79,Poliester,21.33,Baja Definitiva,2014-12-01,Cudillero,Asturias,Asturias,Artes menores
ESP000023167,NUEVO BAHIA MALAGA,1996-04-09,22.0,74.89,Poliester,110.32,Baja Definitiva,2006-04-03,Málaga,Málaga,Andalucía,Arrastre
ESP000023168,NUEVO CREADOR,1996-04-08,27.55,118.33,Acero,250.07,Alta Definitiva,1996-04-08,Santander,Cantabria,Cantabria,Cerco
ESP000023169,HERMANOS SAN MIGUEL,1996-04-08,27.55,118.33,Acero,250.07,Baja Definitiva,2010-05-10,Santander,Cantabria,Cantabria,Cerco
ESP000023170,CATULI,1996-04-16,9.06,2.62,Poliester,8.82,Alta Definitiva,2000-04-05,Santander,Cantabria,Cantabria,Artes menores
ESP000023171,NUEVO ZUMAYA,1996-04-16,28.0,184.0,Acero,235.29,Alta Definitiva,1996-04-16,La Guardia,Pontevedra,Galicia,Palangre
ESP000023172,GERMANS ANTO,1996-04-16,15.14,24.99,Poliester,66.91,Alta Definitiva,1996-04-16,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre
ESP000023173,GAVITA,1996-04-16,6.54,1.32,Poliester,21.32,Alta Definitiva,2021-06-01,Ibiza,Illes balears,Illes balears,Artes menores
ESP000023174,GEDI,1996-04-25,28.0,199.0,Acero,426.47,Alta Definitiva,1996-04-25,La Guardia,Pontevedra,Galicia,Palangre
ESP000023176,JAUMET II,1996-05-06,6.9,1.64,Madera,22.06,Alta Definitiva,1996-05-06,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores
ESP000023177,ISLA SAN ANDRES,1996-04-30,18.18,57.96,Madera,73.55,Baja Definitiva,2005-04-13,Carboneras,Almería,Andalucía,Palangre
ESP000023178,SALETA,1996-05-03,22.0,80.56,Acero,220.59,Alta Definitiva,1996-05-03,Carreira-Aguiño,A Coruña,Galicia,Cerco
ESP000023179,XUREL UNO,1996-05-03,25.7,97.6,Acero,257.35,Alta Definitiva,1996-05-03,Camariñas,A Coruña,Galicia,Cerco
ESP000023181,JOSE Y JOSEFA,1996-05-09,19.65,49.8,Madera,95.61,Baja Definitiva,2010-11-10,Águilas,Murcia,Murcia,Arrastre
ESP000023182,PERLA DEL MAR,1996-05-09,24.9,72.71,Poliester,165.49,Baja Definitiva,2009-12-11,Palma de Mallorca,Illes balears,Illes balears,Arrastre
ESP000023184,NUEVO VILLA LLANES,1996-05-13,11.0,6.42,Madera,29.41,Alta Definitiva,1996-05-13,Burela,Lugo,Galicia,Artes menores
ESP000023185,BEN FEITO DOUS,1996-05-14,8.6,3.83,Madera,29.41,Alta Definitiva,1996-05-14,Bueu,Pontevedra,Galicia,Artes menores
ESP000023186,RULABA,1996-05-14,9.25,6.19,Poliester,29.41,Alta Definitiva,1996-05-14,Cangas,Pontevedra,Galicia,Artes menores
ESP000023187,MORROSCO,1996-05-27,5.0,1.49,Madera,8.83,Baja Definitiva,1998-06-25,Peñíscola,Castellón,Comunitat Valenciana,Artes menores
ESP000023188,JUANITO PICARDIES,1996-05-27,12.68,6.61,Poliester,33.09,Alta Definitiva,1996-05-27,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores
ESP000023189,NUEVO CHISU,1996-05-27,19.5,70.68,Acero,117.64,Alta Definitiva,1996-05-27,Laredo,Cantabria,Cantabria,Palangre
ESP000023190,EL RUMBA,1996-05-27,16.17,36.65,Poliester,128.71,Baja Definitiva,2011-01-24,Carboneras,Almería,Andalucía,Palangre
ESP000023191,BEARRO TERCERO,1996-05-27,10.48,5.97,Madera,17.65,Baja Definitiva,2013-10-23,Burela,Lugo,Galicia,Artes menores
ESP000023192,EL TONINO,1996-05-27,18.0,48.85,Poliester,161.0,Alta Definitiva,1996-05-27,Puerto de Santa Maria,Cádiz,Andalucía,Arrastre
ESP000023193,ESTRELLA,1996-05-27,5.09,1.34,Madera,15.45,Baja Definitiva,2005-09-27,Montgat,Barcelona,Cataluña,Artes menores
ESP000023194,DONIENE,1996-05-24,109.3,3674.0,Acero,4411.76,Alta Definitiva,2000-04-03,Bermeo,Bizkaia,País Vasco,Cerco
ESP000023196,LORENZO EL COMETIERRA,1996-05-31,20.25,44.1,Poliester,66.18,Alta Definitiva,1996-05-31,Motril,Granada,Andalucía,Arrastre
ESP000023197,LUIS Y MIGUEL,1996-06-04,24.0,99.46,Poliester,209.62,Baja Definitiva,2002-11-26,Almería,Almería,Andalucía,Desconocido
ESP000023198,ROSA SALADIE SEGUNDO,1996-06-07,21.6,56.74,Poliester,333.0,Alta Definitiva,1996-06-07,Rosas,Girona,Cataluña,Arrastre
ESP000023199,EOLO,1996-06-07,7.0,1.8,Poliester,18.38,Alta Definitiva,2024-04-18,Camariñas,A Coruña,Galicia,Artes menores
ESP000023201,AMAFRAN,1996-06-07,23.2,80.8,Poliester,220.59,Alta Definitiva,1996-06-07,Santa Pola,Alicante,Comunitat Valenciana,Arrastre
ESP000023202,TANIA SEGUNDO,1996-06-07,12.95,11.88,Madera,22.06,Alta Definitiva,1996-06-07,Malpica de Bergantiños,A Coruña,Galicia,Artes menores
ESP000023203,M. JOSEFA,1996-06-07,19.15,45.25,Poliester,58.82,Alta Definitiva,1996-06-07,Benicarlo,Castellón,Comunitat Valenciana,Arrastre
ESP000023204,CANALECHEVARRIA,1996-06-07,26.0,107.42,Acero,232.35,Alta Definitiva,1996-06-07,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000023205,BRISAS DOS,1996-06-18,26.64,96.89,Acero,295.6,Alta Definitiva,2000-01-19,Santander,Cantabria,Cantabria,Cerco
ESP000023206,BETI ITXAS ARGI,1996-06-24,26.0,111.03,Acero,295.6,Alta Definitiva,1996-06-24,Fuenterrabia,Gipuzkoa,País Vasco,Cerco
ESP000023207,FLEQUER,1996-06-27,8.0,3.72,Poliester,21.33,Alta Definitiva,1996-06-27,Badalona,Barcelona,Cataluña,Artes menores
ESP000023208,MAR EN DINS,1996-06-27,14.25,17.9,Poliester,161.81,Baja Definitiva,2017-12-29,Llansa,Girona,Cataluña,Palangre
ESP000023209,NUEVO COMOJO,1996-06-27,9.85,4.42,Madera,17.65,Alta Definitiva,1996-06-27,Pontecesures,Pontevedra,Galicia,Artes menores
ESP000023210,LORETO CUATRO,1996-06-27,15.5,20.07,Madera,93.38,Alta Definitiva,1996-06-27,Vigo,Pontevedra,Galicia,Cerco
ESP000023211,NOVO SERENA,1996-06-27,5.25,0.89,Poliester,18.38,Alta Definitiva,1996-06-27,Redondela,Pontevedra,Galicia,Artes menores
ESP000023212,BERRIZ SALTAMONTES,1996-06-27,7.0,2.32,Poliester,36.04,Baja Definitiva,2003-09-23,Orio,Gipuzkoa,País Vasco,Artes menores
ESP000023213,CAYUELA LOPEZ,1996-06-27,15.55,30.83,Madera,117.68,Baja Definitiva,2007-02-02,Carboneras,Almería,Andalucía,Palangre
ESP000023214,EL NEGRITO,1996-06-27,7.25,2.24,Poliester,18.38,Alta Definitiva,2024-10-11,Santa Cruz de La Palma,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023215,EL LOLO,1996-06-24,22.0,86.95,Poliester,176.52,Baja Definitiva,2010-05-10,Málaga,Málaga,Andalucía,Arrastre
ESP000023216,CHIRLATEIRA,1996-06-27,11.95,7.24,Poliester,47.06,Alta Definitiva,1996-06-27,Cedeira,A Coruña,Galicia,Artes menores
ESP000023217,EL PINGUI,1996-06-27,8.0,2.71,Madera,16.92,Alta Definitiva,1996-06-27,Barbate,Cádiz,Andalucía,Artes menores
ESP000023218,ISA CUATRO,1996-06-27,7.75,3.14,Poliester,22.06,Baja Definitiva,2006-11-13,Campelo,Pontevedra,Galicia,Artes menores
ESP000023219,MAILI,1996-06-27,7.75,3.14,Poliester,22.06,Baja Definitiva,2020-09-24,Puentedeume,A Coruña,Galicia,Artes menores
ESP000023220,LASAL Y SURDO,1996-06-27,24.93,79.16,Poliester,184.0,Alta Definitiva,1996-06-27,Villajoyosa,Alicante,Comunitat Valenciana,Arrastre
ESP000023221,MAROSMI,1996-06-27,19.2,85.1,Acero,183.87,Baja Definitiva,2003-09-18,La Guardia,Pontevedra,Galicia,Palangre
ESP000023222,JUANMA Y ELENA,1996-07-05,9.46,5.83,Poliester,33.83,Alta Definitiva,1996-07-05,Burriana,Castellón,Comunitat Valenciana,Artes menores
ESP000023223,LOMBA MAURI,1996-07-12,28.0,169.0,Acero,262.5,Alta Definitiva,1996-07-12,La Guardia,Pontevedra,Galicia,Palangre
ESP000023224,LA SOLEA,1996-07-12,24.11,110.63,Poliester,177.99,Baja Definitiva,2002-09-05,Almería,Almería,Andalucía,Arrastre
ESP000023225,PADRE JOAQUIN,1996-07-12,32.5,177.0,Acero,294.12,Alta Definitiva,1996-07-12,Santoña,Cantabria,Cantabria,Cerco
ESP000023226,PAULA G,1996-07-15,30.5,336.0,Acero,286.84,Baja Definitiva,2010-02-05,Marin,Pontevedra,Galicia,Arrastre
ESP000023227,BERRIZ IRIGOIEN,1996-07-15,35.6,192.0,Acero,450.86,Alta Definitiva,1996-07-15,Guetaria,Gipuzkoa,País Vasco,Cerco
ESP000023228,LOLO PELAILLA,1996-07-18,13.5,15.16,Poliester,79.41,Alta Definitiva,1996-07-18,Vilanova y la Geltrú,Barcelona,Cataluña,Palangre
ESP000023229,NUEVO LUJAR,1996-07-18,21.8,73.14,Poliester,147.1,Baja Definitiva,2011-11-17,Motril,Granada,Andalucía,Arrastre
ESP000023230,HERMANOS LEDESMA,1996-07-18,10.5,6.88,Poliester,20.59,Alta Definitiva,1996-07-18,Almería,Almería,Andalucía,Artes menores
ESP000023231,MARACA,1996-07-18,9.8,3.18,Madera,33.09,Baja Definitiva,2024-06-21,Ortiguera,Asturias,Asturias,Artes menores
ESP000023232,SEGUNDO MOLDES,1996-07-18,12.48,10.87,Madera,20.59,Baja Definitiva,2018-07-30,Puentedeume,A Coruña,Galicia,Cerco
ESP000023233,NACHO,1996-07-18,7.1,1.69,Poliester,11.76,Alta Definitiva,1996-07-18,La Coruña,A Coruña,Galicia,Artes menores
ESP000023234,LOURDES Y CRISTOBAL,1996-07-18,8.2,3.29,Poliester,17.65,Alta Definitiva,2023-03-31,Fuengirola,Málaga,Andalucía,Artes menores
ESP000023235,ILLA LOBEIRA,1996-07-18,13.4,13.15,Madera,40.44,Alta Definitiva,1996-07-18,Corcubión,A Coruña,Galicia,Artes menores
ESP000023236,FE TRES,1996-07-18,7.75,3.14,Poliester,22.06,Alta Definitiva,1996-07-18,El Grove,Pontevedra,Galicia,Artes menores
ESP000023237,MADRE PERFECTA,1996-07-18,24.0,146.14,Acero,175.78,Baja Definitiva,2010-04-22,Finisterre,A Coruña,Galicia,Palangre
ESP000023238,ZARAY,1996-07-18,7.48,2.38,Poliester,36.76,Alta Definitiva,1996-07-18,Vigo,Pontevedra,Galicia,Artes menores
ESP000023239,ABUELO LELO,1996-07-18,10.25,5.62,Madera,22.06,Alta Definitiva,1996-07-18,Bueu,Pontevedra,Galicia,Artes menores
ESP000023240,MODESTO UNO,1996-07-18,7.75,2.93,Poliester,17.65,Alta Definitiva,1996-07-18,Combarro,Pontevedra,Galicia,Artes menores
ESP000023241,CICLON,1996-07-23,4.9,0.81,Madera,2.94,Baja Definitiva,2003-01-15,San Miguel de Tajao,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023242,NUEVO MI VIDA,1996-07-23,9.5,5.83,Poliester,20.6,Alta Definitiva,1996-07-23,Ayamonte,Huelva,Andalucía,Artes menores
ESP000023243,TIFON SEGUNDO,1996-07-23,6.2,1.87,Poliester,29.41,Alta Definitiva,1996-07-23,El Grove,Pontevedra,Galicia,Artes menores
ESP000023244,XIANA E ANXO,1996-07-23,25.56,94.0,Acero,458.82,Alta Definitiva,1996-07-23,Portosín,A Coruña,Galicia,Cerco
ESP000023245,MISS MUNDO,1996-07-24,21.0,58.49,Poliester,117.68,Baja Definitiva,2009-12-11,Villajoyosa,Alicante,Comunitat Valenciana,Arrastre
ESP000023246,CLARIMAR,1996-07-25,25.1,86.33,Poliester,257.35,Alta Definitiva,1996-07-25,Benicarlo,Castellón,Comunitat Valenciana,Arrastre
ESP000023247,ALEJANDRA,1996-07-25,6.38,1.74,Madera,11.76,Alta Definitiva,2025-01-17,La Linea de la Concepción,Cádiz,Andalucía,Artes menores
ESP000023248,MADIMAR,1996-07-30,14.0,16.08,Madera,71.32,Alta Definitiva,1996-07-30,Cambados,Pontevedra,Galicia,Artes menores
ESP000023249,EL TERRAL,1996-07-31,13.5,15.78,Acero,111.76,Alta Definitiva,1996-07-31,Santoña,Cantabria,Cantabria,Artes menores
ESP000023250,DADIMAR DOS,1996-07-31,28.0,181.0,Acero,262.57,Baja Definitiva,2014-05-23,La Guardia,Pontevedra,Galicia,Palangre
ESP000023251,SIEMPRE PECO,1996-08-08,27.0,111.0,Acero,294.1,Alta Definitiva,1996-08-08,Cedeira,A Coruña,Galicia,Cerco
ESP000023252,NUEVO LAREDO,1996-08-13,36.3,315.0,Acero,733.82,Baja Definitiva,2022-06-21,Vigo,Pontevedra,Galicia,Arrastre
ESP000023253,ANDER,1996-08-19,11.0,7.99,-,72.08,Baja Definitiva,2011-09-15,Castro Urdiales,Cantabria,Cantabria,Artes menores
ESP000023254,ITXAS EDERRA,1996-08-19,10.05,3.63,Poliester,33.1,Baja Definitiva,2018-08-29,Guetaria,Gipuzkoa,País Vasco,Artes menores
ESP000023255,MADRE LITA,1996-08-21,33.85,149.22,Acero,245.0,Alta Definitiva,1996-08-21,Santoña,Cantabria,Cantabria,Cerco
ESP000023256,MAYADOR UNO,1996-09-10,23.31,87.0,Acero,268.38,Alta Definitiva,1996-09-10,Puentedeume,A Coruña,Galicia,Cerco
ESP000023257,SIMON UNO,1996-09-10,8.64,3.41,Poliester,25.01,Baja Definitiva,2008-01-09,Barcelona,Barcelona,Cataluña,Artes menores
ESP000023259,BOREA TERCERO,1996-09-10,11.4,8.94,Poliester,33.09,Alta Definitiva,1996-09-10,Valencia,Valencia,Comunitat Valenciana,Artes menores
ESP000023260,JOSE Y DAMI,1996-09-10,13.33,11.17,Poliester,33.09,Alta Definitiva,1996-09-10,Mazarron,Murcia,Murcia,Artes menores
ESP000023261,CHOMI PRIMERO,1996-09-10,6.3,1.43,Madera,2.94,Alta Definitiva,1996-09-10,Noia,A Coruña,Galicia,Artes menores
ESP000023262,CORAL SIETE,1996-09-10,9.25,6.19,Poliester,33.09,Alta Definitiva,1996-09-10,Ribadeo,Lugo,Galicia,Artes menores
ESP000023263,AGUSTI BONDIA,1996-09-10,15.65,18.13,Madera,44.12,Alta Definitiva,1996-09-10,Tarragona,Tarragona,Cataluña,Arrastre
ESP000023264,OBRE,1996-09-10,12.2,9.67,Madera,22.06,Baja Definitiva,2018-09-26,Cedeira,A Coruña,Galicia,Artes menores
ESP000023265,ABELAN UNO,1996-09-10,9.25,5.85,Poliester,17.65,Alta Definitiva,1996-09-10,La Coruña,A Coruña,Galicia,Artes menores
ESP000023266,CRISMALU,1996-09-10,12.5,13.34,Poliester,62.52,Alta Definitiva,1996-09-10,Isla Cristina,Huelva,Andalucía,Artes menores
ESP000023267,JOSE LUIS,1996-09-26,8.97,2.08,Madera,10.29,Alta Definitiva,2024-07-16,Arguineguín,Las Palmas,Canarias,Artes menores
ESP000023268,CINTA LA PALOMA,1996-09-13,14.3,14.61,Poliester,69.85,Alta Definitiva,1996-09-13,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores
ESP000023269,CABO ORTEGAL UNO,1996-09-13,20.2,46.0,Acero,295.67,Baja Definitiva,2015-04-09,Cariño,A Coruña,Galicia,Cerco
ESP000023270,AURELIA MARIA,1996-09-13,9.65,4.84,Madera,11.77,Baja Definitiva,2015-01-13,San Vicente de la Barquera,Cantabria,Cantabria,Artes menores
ESP000023271,MONTES Y SABINO,1996-09-13,19.42,35.9,Madera,220.6,Alta Definitiva,1996-09-13,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Palangre
ESP000023272,CHATS,1996-09-17,7.5,1.37,Madera,11.03,Baja Definitiva,2018-06-20,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023273,BRIBONA SEGUNDO,1996-09-26,7.65,2.15,Poliester,25.0,Alta Definitiva,1996-09-26,San Antonio Abad,Illes balears,Illes balears,Artes menores
ESP000023274,FICHA SEGUNDO,1996-09-26,27.0,205.94,Acero,235.36,Baja Definitiva,2010-04-06,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre
ESP000023275,PEIX MAR VEINTIUNO,1996-09-26,30.1,243.0,Acero,330.97,Baja Definitiva,2012-09-04,Huelva,Huelva,Andalucía,Arrastre
ESP000023276,SIN QUERER DOS,1996-09-26,26.8,102.09,Acero,198.58,Baja Definitiva,2019-04-01,Portonovo,Pontevedra,Galicia,Cerco
ESP000023277,MERCHE Y PAZ,1996-09-26,6.0,0.95,Madera,5.15,Baja Definitiva,1998-11-30,Camariñas,A Coruña,Galicia,Artes menores
ESP000023278,BAHIA DE PORTOSANTO,1996-10-02,28.0,235.0,Acero,279.49,Baja Definitiva,2012-05-07,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Arrastre
ESP000023279,MANUELA LLORET,1996-10-03,24.0,118.85,Acero,219.12,Alta Definitiva,1996-10-03,Villajoyosa,Alicante,Comunitat Valenciana,Arrastre
ESP000023280,JOPEMAR,1996-10-03,18.3,32.92,Poliester,51.48,Alta Definitiva,1996-10-03,Valencia,Valencia,Comunitat Valenciana,Arrastre
ESP000023281,MYRDOMA F,1996-10-03,39.4,418.0,Acero,573.69,Baja Definitiva,2006-05-12,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Arrastre
ESP000023282,NUEVO MILLONARIO,1996-10-04,8.6,3.24,Madera,30.88,Alta Definitiva,1996-10-04,Conil,Cádiz,Andalucía,Artes menores
ESP000023283,VIRGEN DEL PUENTE,1996-10-09,6.5,1.58,Madera,5.88,Baja Definitiva,1998-12-17,Noia,A Coruña,Galicia,Artes menores
ESP000023284,SAN ANTONIO,1996-10-09,5.25,0.77,Madera,4.41,Baja Definitiva,2002-06-10,El Puertito de Güimar,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023285,NURIA ESTHER,1996-10-09,7.45,2.05,Madera,11.76,Alta Definitiva,1996-10-09,San Andrés,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023286,NOVO MUNDO,1996-10-09,9.25,6.19,Poliester,29.41,Alta Definitiva,2023-03-31,Combarro,Pontevedra,Galicia,Artes menores
ESP000023287,CIUTAT DE BADALONA,1996-10-09,8.0,2.96,Poliester,16.18,Alta Definitiva,2023-03-31,Roquetas De Mar,Almería,Andalucía,Artes menores
ESP000023288,CARMEN,1996-10-18,6.55,1.18,Madera,27.95,Baja Definitiva,2002-12-17,Candelaria,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023289,LAJA,1996-10-18,6.0,1.02,Madera,11.03,Alta Definitiva,1996-10-18,San Miguel de Tajao,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023290,NUEVA SANTA TERESA,1996-10-18,9.25,4.46,Madera,18.37,Alta Definitiva,1996-10-18,Villajoyosa,Alicante,Comunitat Valenciana,Artes menores
ESP000023291,L'EST,1996-10-18,11.4,8.46,Poliester,54.4,Alta Definitiva,2000-07-07,Gandia,Valencia,Comunitat Valenciana,Artes menores
ESP000023292,SERENA,1996-10-18,12.01,7.78,Poliester,54.43,Alta Definitiva,2000-06-23,Adra,Almería,Andalucía,Artes menores
ESP000023293,MAR BLAU,1996-10-18,9.37,4.04,Poliester,51.48,Alta Definitiva,1996-10-18,Gandia,Valencia,Comunitat Valenciana,Artes menores
ESP000023294,NUEVO JOSE LUISA,1996-10-18,23.15,79.5,Poliester,312.59,Baja Definitiva,2009-06-19,Garrucha,Almería,Andalucía,Arrastre
ESP000023295,PILAR TORRE,1996-10-18,36.5,204.0,Acero,316.18,Alta Definitiva,2000-01-25,Colindres,Cantabria,Cantabria,Cerco
ESP000023296,BRAULIN,1996-10-18,27.88,103.19,Acero,209.56,Alta Definitiva,1996-10-18,Laredo,Cantabria,Cantabria,Cerco
ESP000023297,GONZACOVE UNO,1996-10-21,27.0,205.94,Acero,514.71,Alta Definitiva,1996-10-21,Marin,Pontevedra,Galicia,Arrastre
