cfr,nombre,fc_alta_rgfp,eslora_total,arqueo_gt,material_casco,potencia_kw,estado_rgfp,fc_estado,Puerto,Provincia,Comunidad Autónoma,Tipo de Arte
ESP000023298,CACHARRO,1996-10-29,19.14,40.34,Poliester,117.0,Alta Definitiva,1996-10-29,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre
ESP000023299,ESTEPOLL,1996-10-29,7.34,1.53,Madera,32.35,Baja Provisional,2021-08-10,Porto Colom,Illes balears,Illes balears,Artes menores
ESP000023300,EOLO TERCERO,1996-10-29,7.4,2.02,Madera,10.96,Baja Provisional,2021-03-13,Alcudia,Illes balears,Illes balears,Artes menores
ESP000023301,NUEVO BLUE FIN,1996-10-29,8.2,2.67,Madera,22.06,Alta Definitiva,2024-04-09,Mogán,Las Palmas,Canarias,Artes menores
ESP000023302,PEDRO XIBANO,1996-10-29,28.0,169.0,Acero,250.0,Alta Definitiva,2012-06-27,Vigo,Pontevedra,Galicia,Palangre
ESP000023303,MARISMAR,1996-11-05,26.2,170.46,Acero,175.78,Baja Definitiva,2014-11-06,La Guardia,Pontevedra,Galicia,Palangre
ESP000023304,NUEVO FRIPERGA,1996-11-07,16.0,33.2,Acero,113.27,Baja Definitiva,2010-01-25,Isla Cristina,Huelva,Andalucía,Arrastre
ESP000023305,DELFIN DOCE,1996-11-05,7.47,2.77,Poliester,14.71,Alta Definitiva,1996-11-05,Camariñas,A Coruña,Galicia,Artes menores
ESP000023306,NUEVO ELMO,1996-11-05,11.2,7.21,Madera,69.87,Baja Definitiva,2014-10-20,Ribadeo,Lugo,Galicia,Artes menores
ESP000023307,CARRAMEXO TRES,1996-11-05,7.5,3.2,Madera,8.82,Alta Definitiva,1996-11-05,Vigo,Pontevedra,Galicia,Artes menores
ESP000023308,PILAR,1996-11-05,5.5,1.25,Madera,5.88,Baja Definitiva,2003-06-09,Rianjo,A Coruña,Galicia,Artes menores
ESP000023310,ANSAMAR UNO,1996-11-05,23.0,132.29,Acero,300.08,Baja Definitiva,2009-06-04,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023311,OPRONTIÑO,1996-11-05,12.57,10.36,Madera,23.53,Alta Definitiva,1996-11-05,Portosín,A Coruña,Galicia,Cerco
ESP000023312,GOLFIÑO R,1996-11-11,28.0,208.0,Acero,203.73,Baja Definitiva,2017-06-19,Marin,Pontevedra,Galicia,Arrastre
ESP000023313,TEIDE,1996-11-15,8.05,2.41,Madera,5.51,Baja Provisional,2022-06-24,Puerto de la Cruz,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023314,XARAIBA,1996-11-15,9.25,6.19,Poliester,55.15,Alta Definitiva,1996-11-15,Portonovo,Pontevedra,Galicia,Artes menores
ESP000023315,ASTELEHENA,1996-11-15,13.65,13.92,Madera,91.94,Baja Definitiva,2014-09-03,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000023316,ISLA SABLE DOS,1996-11-15,11.15,7.97,Madera,54.41,Baja Definitiva,2021-03-16,Moaña,Pontevedra,Galicia,Artes menores
ESP000023317,SILVANA DEL MAR,1996-11-14,12.06,13.14,Poliester,32.36,Baja Definitiva,2018-10-26,Port de la Selva,Girona,Cataluña,Artes menores
ESP000023318,J. FRAN,1996-11-15,4.75,0.57,Madera,5.15,Baja Definitiva,2006-01-09,Santa Eugenia de Riveira,A Coruña,Galicia,Artes menores
ESP000023319,BENFEITO,1996-11-15,4.5,0.65,Madera,16.18,Baja Definitiva,2004-03-15,Rianjo,A Coruña,Galicia,Artes menores
ESP000023320,NUEVO PUENTE ZUAZO,1996-11-15,8.0,2.86,Madera,8.83,Baja Definitiva,2020-02-19,Conil,Cádiz,Andalucía,Artes menores
ESP000023321,DON CARLOS,1996-11-15,7.1,1.62,Poliester,22.06,Baja Definitiva,2011-12-29,Gandia,Valencia,Comunitat Valenciana,Artes menores
ESP000023322,ELS PAYEROS,1996-11-15,11.05,7.34,Poliester,20.58,Alta Definitiva,1996-11-15,Alicante,Alicante,Comunitat Valenciana,Artes menores
ESP000023323,PLATJA DE VINAROS,1996-11-22,13.35,11.47,Poliester,54.41,Alta Definitiva,1996-11-22,Vinaroz,Castellón,Comunitat Valenciana,Artes menores
ESP000023324,CORMARI,1996-11-22,12.06,13.61,Fibra de Vidrio/Plástico,44.12,Baja Provisional,2022-01-14,Gandia,Valencia,Comunitat Valenciana,Arrastre
ESP000023325,NUEVO TALITO,1996-11-22,17.5,49.62,Poliester,195.64,Baja Definitiva,2007-07-11,Punta Umbria,Huelva,Andalucía,Arrastre
ESP000023326,GIRAZOYE,1996-11-22,11.88,9.06,Poliester,33.0,Alta Definitiva,1996-11-22,Vinaroz,Castellón,Comunitat Valenciana,Artes menores
ESP000023327,QUINO,1996-11-22,12.06,13.14,Poliester,32.35,Alta Definitiva,2013-01-24,Benicarlo,Castellón,Comunitat Valenciana,Artes menores
ESP000023328,MARPAR SEGUNDO,1996-11-22,27.0,205.94,Acero,235.29,Alta Definitiva,1996-11-22,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre
ESP000023329,LUIS Y FRANCISCA,1996-11-22,21.3,72.45,Madera,147.1,Baja Definitiva,2007-05-28,Almería,Almería,Andalucía,Arrastre
ESP000023330,JAUME PIJUAN PRIMERO,1996-11-22,21.5,51.34,Poliester,94.12,Alta Definitiva,1996-11-22,Tarragona,Tarragona,Cataluña,Arrastre
ESP000023331,MAROA,1996-11-22,9.0,2.96,Madera,58.82,Alta Definitiva,1996-11-22,San Juan de la Arena,Asturias,Asturias,Artes menores
ESP000023332,LOURIMAR,1996-11-22,13.5,12.03,Madera,17.65,Baja Definitiva,2015-10-23,La Coruña,A Coruña,Galicia,Artes menores
ESP000023333,CANDELARIA,1996-11-28,7.05,1.67,Madera,12.5,Baja Definitiva,2013-12-17,Puerto del Rosario,Las Palmas,Canarias,Artes menores
ESP000023334,JUAN ANTONIO,1996-11-28,6.2,0.93,Madera,5.15,Baja Definitiva,2008-07-02,Los Cristianos,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023335,LOLITA,1996-11-28,5.54,0.7,Madera,2.21,Alta Definitiva,2023-03-31,Corralejo,Las Palmas,Canarias,Artes menores
ESP000023336,MA PI,1996-11-28,12.5,8.66,Poliester,62.5,Baja Provisional,2024-05-22,Adra,Almería,Andalucía,Artes menores
ESP000023337,NOU D'OCTUBRE,1996-11-28,11.4,8.73,Poliester,54.58,Alta Definitiva,1996-11-28,Carboneras,Almería,Andalucía,Artes menores
ESP000023338,OJALA,1996-11-28,9.44,5.68,Aluminio,44.12,Alta Definitiva,2024-10-23,Isla Cristina,Huelva,Andalucía,Artes menores
ESP000023339,VISTAMAR,1996-11-28,9.28,3.23,Poliester,33.09,Alta Definitiva,1996-11-28,Valencia,Valencia,Comunitat Valenciana,Artes menores
ESP000023340,OLIVERA,1996-11-28,12.4,11.01,Acero,73.55,Baja Definitiva,2004-05-10,Punta Umbria,Huelva,Andalucía,Cerco
ESP000023341,ALEXIA,1996-11-28,28.0,193.0,Acero,262.5,Alta Definitiva,2000-01-18,Vigo,Pontevedra,Galicia,Palangre
ESP000023342,JERONIMO,1996-12-10,5.26,0.66,Madera,5.88,Baja Definitiva,2007-11-26,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023343,MARIAN Y JUANJO,1996-12-10,10.91,10.44,Poliester,26.48,Baja Definitiva,2003-06-09,Burriana,Castellón,Comunitat Valenciana,Artes menores
ESP000023344,GONZACOVE DOS,1996-12-10,27.0,205.94,Acero,514.71,Alta Definitiva,2000-01-17,Marin,Pontevedra,Galicia,Arrastre
ESP000023345,SOL DE JAVEA,1996-12-13,22.9,93.25,Poliester,88.26,Baja Definitiva,2011-04-04,Javea,Alicante,Comunitat Valenciana,Arrastre
ESP000023346,POLIT DOS,1996-12-13,14.76,17.09,Poliester,72.0,Alta Definitiva,1996-12-13,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores
ESP000023347,VENTOLINA,1996-12-16,5.18,0.89,Madera,10.3,Baja Definitiva,2023-02-28,Barbate,Cádiz,Andalucía,Artes menores
ESP000023348,MARCIALITO QUINTO,1996-12-13,23.0,65.1,Acero,202.21,Alta Definitiva,1996-12-13,Vigo,Pontevedra,Galicia,Cerco
ESP000023349,CABALEIRO UNO,1996-12-13,19.0,67.0,Acero,202.0,Alta Definitiva,1996-12-13,Cillero,Lugo,Galicia,Cerco
ESP000023350,CONSUELO LLORCA,1996-12-13,9.78,6.55,Madera,14.71,Baja Provisional,2023-05-17,Cartagena,Murcia,Murcia,Artes menores
ESP000023351,CALA SERENA,1996-12-13,12.01,12.2,Poliester,66.18,Alta Definitiva,2016-07-28,Carboneras,Almería,Andalucía,Artes menores
ESP000023352,BETI ISKANDER,1996-12-18,8.8,4.13,Poliester,15.44,Alta Definitiva,1996-12-18,Bermeo,Bizkaia,País Vasco,Artes menores
ESP000023353,CACELITA,1996-12-18,8.45,3.67,Poliester,27.95,Alta Definitiva,1996-12-18,Ayamonte,Huelva,Andalucía,Artes menores
ESP000023355,LLAMANTU U,1996-12-18,8.0,2.85,Poliester,23.53,Alta Definitiva,1996-12-18,Arenys de Mar,Barcelona,Cataluña,Artes menores
ESP000023356,NUEVA FELISINA,1996-12-18,12.6,11.24,Acero,17.65,Baja Definitiva,2010-01-12,Cudillero,Asturias,Asturias,Artes menores
ESP000023357,NUEVO NELA,1996-12-18,12.5,11.42,Madera,62.52,Baja Definitiva,2007-09-25,Tapia de Casariego,Asturias,Asturias,Artes menores
ESP000023358,PEDRO Y BEATRIZ,1996-12-18,20.9,81.64,Madera,102.9,Alta Definitiva,1996-12-18,Carboneras,Almería,Andalucía,Palangre
ESP000023359,EL GUIÑAMON,1996-12-18,20.7,59.19,Madera,202.9,Alta Definitiva,1996-12-18,Mazarron,Murcia,Murcia,Cerco
ESP000023360,FUENTES,1996-12-18,11.9,10.51,Madera,61.76,Baja Definitiva,2023-09-11,Puerto del Son,A Coruña,Galicia,Artes menores
ESP000023361,BRAVO SEGUNDO,1996-12-18,9.23,4.05,Madera,17.65,Baja Provisional,2025-04-02,Rianjo,A Coruña,Galicia,Artes menores
ESP000023362,ZALO SEGUNDO,1996-12-20,9.6,4.24,Madera,15.44,Alta Definitiva,1996-12-20,Barallobre,A Coruña,Galicia,Artes menores
ESP000023363,SIEMPRE SAN PRUDENCIO,1996-12-23,28.0,169.0,Acero,128.68,Alta Definitiva,1996-12-23,Burela,Lugo,Galicia,Artes fijas
ESP000023364,NUEVO CARMEN,1997-01-08,19.79,33.63,Poliester,139.74,Baja Definitiva,1999-08-04,Altea,Alicante,Comunitat Valenciana,Cerco
ESP000023365,AIRES DEL ALBA,1997-01-13,8.8,2.79,Madera,27.94,Alta Definitiva,1997-01-13,Ribadesella,Asturias,Asturias,Artes menores
ESP000023366,ALEXANDRA DEL MAR,1997-01-13,9.2,4.44,Madera,36.76,Alta Definitiva,1997-01-13,Gijon,Asturias,Asturias,Artes menores
ESP000023367,OS TOBA,1997-01-13,16.6,27.1,Madera,161.81,Alta Definitiva,1997-01-13,Camariñas,A Coruña,Galicia,Cerco
ESP000023369,POMBO UNO,1997-01-13,28.0,225.9,Acero,257.35,Alta Definitiva,1997-01-13,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre
ESP000023370,TEMBRAMAR DOUS,1997-01-13,11.1,7.93,Madera,55.15,Alta Definitiva,1997-01-13,Rianjo,A Coruña,Galicia,Cerco
ESP000023371,SIERRA PONIENTE,1997-01-13,9.5,4.13,Madera,29.41,Alta Definitiva,1997-01-13,La Coruña,A Coruña,Galicia,Artes menores
ESP000023372,PLATJA DEL MORO,1997-01-13,19.16,44.1,Poliester,80.88,Alta Definitiva,1997-01-13,Villajoyosa,Alicante,Comunitat Valenciana,Arrastre
ESP000023373,ROSQUI,1997-01-13,25.83,83.4,Poliester,232.0,Alta Definitiva,1997-01-13,Santa Pola,Alicante,Comunitat Valenciana,Arrastre
ESP000023374,PACO SOLA,1997-01-13,19.15,44.55,Poliester,132.4,Alta Definitiva,2000-01-24,Calpe,Alicante,Comunitat Valenciana,Arrastre
ESP000023375,MARISOL,1997-01-13,6.26,1.16,Madera,5.88,Baja Definitiva,2007-07-06,Puerto del Rosario,Las Palmas,Canarias,Artes menores
ESP000023376,NUEVO PADRE,1997-01-13,16.0,27.01,Acero,95.59,Alta Definitiva,1997-01-13,Cudillero,Asturias,Asturias,Palangre
ESP000023377,NUEVO MACAON,1997-01-13,13.14,12.81,Madera,69.87,Baja Definitiva,2017-12-21,Cambados,Pontevedra,Galicia,Artes menores
ESP000023378,SARJO DOS,1997-01-13,12.09,9.84,Madera,36.76,Alta Definitiva,2001-03-07,Cambados,Pontevedra,Galicia,Artes menores
ESP000023379,JUAN JULIAN,1997-01-13,5.4,0.82,Madera,5.15,Baja Definitiva,1998-06-25,Benicarlo,Castellón,Comunitat Valenciana,Artes menores
ESP000023380,LA VERDAD,1997-01-13,5.64,1.31,Poliester,36.76,Alta Definitiva,1997-01-13,Carreira-Aguiño,A Coruña,Galicia,Artes menores
ESP000023381,PORTO FREIXO DOS,1997-01-13,12.5,12.72,Madera,29.41,Baja Definitiva,2020-12-04,Finisterre,A Coruña,Galicia,Artes menores
ESP000023382,NOVO XEIXAL,1997-01-20,37.6,350.0,Acero,455.88,Alta Definitiva,1997-01-20,La Guardia,Pontevedra,Galicia,Palangre
ESP000023383,MATALEÑAS SEGUNDO,1997-01-21,29.0,225.0,Acero,485.29,Alta Definitiva,1997-01-21,Burela,Lugo,Galicia,Artes fijas
ESP000023384,RUMBO,1997-01-29,3.14,1.52,Madera,6.62,Baja Definitiva,1998-06-24,Rota,Cádiz,Andalucía,Desconocido
ESP000023385,DURANGO,1997-01-27,4.96,0.91,Poliester,18.39,Baja Definitiva,2000-05-05,Rianjo,A Coruña,Galicia,Artes menores
ESP000023386,HERMANOS MURCIA UNO,1997-01-27,8.85,3.15,Poliester,29.41,Alta Definitiva,1997-01-27,San Pedro del Pinatar,Murcia,Murcia,Artes menores
ESP000023387,NUEVO JOSE UNO,1997-01-27,8.85,3.15,Poliester,69.87,Alta Definitiva,1997-01-27,San Pedro del Pinatar,Murcia,Murcia,Artes menores
ESP000023388,ANDRES GUILLO,1997-01-27,11.4,8.98,Poliester,33.08,Alta Definitiva,1997-01-27,Denia,Alicante,Comunitat Valenciana,Artes menores
ESP000023389,PEDRAS DA AREA,1997-01-27,10.35,5.46,Madera,44.12,Alta Definitiva,1997-01-27,Lira-Carnota,A Coruña,Galicia,Artes menores
ESP000023390,MADRE CARMEN PRIMERO,1997-01-27,12.8,15.35,Poliester,51.48,Baja Definitiva,2011-10-03,Castro Urdiales,Cantabria,Cantabria,Artes menores
ESP000023391,CACIPES,1997-01-27,10.3,8.55,Poliester,17.65,Alta Definitiva,1997-01-27,Candas,Asturias,Asturias,Artes menores
ESP000023392,HERMANOS DE HARO,1997-01-27,10.0,6.39,Madera,29.42,Baja Definitiva,2018-03-20,Estepona,Málaga,Andalucía,Artes menores
ESP000023393,PAT I AINA,1997-01-27,9.7,3.94,Poliester,33.07,Alta Definitiva,1997-01-27,Arenys de Mar,Barcelona,Cataluña,Artes menores
ESP000023394,BERRIZ MATUTINA,1997-01-27,30.85,139.0,Acero,367.75,Alta Definitiva,1997-01-27,Fuenterrabia,Gipuzkoa,País Vasco,Cerco
ESP000023395,TONETTI PRIMERO,1997-01-27,8.75,3.77,Poliester,32.36,Baja Definitiva,2000-03-21,Santander,Cantabria,Cantabria,Artes menores
ESP000023396,MANOLO ROTEÑO,1997-01-27,13.06,15.53,Madera,73.55,Alta Definitiva,1997-01-27,Isla Cristina,Huelva,Andalucía,Artes menores
ESP000023397,NUEVO HORIZONTE,1997-01-31,12.5,9.98,Madera,117.68,Baja Definitiva,2003-10-30,Puerto Santiago,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023398,MARIA PILAR II,1997-01-29,6.88,1.94,Madera forrada de Fibra,21.32,Alta Definitiva,1997-01-29,La Estaca,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023399,PACO INNE,1997-01-31,9.49,5.69,Madera,64.72,Baja Definitiva,2011-02-01,Algeciras,Cádiz,Andalucía,Palangre
ESP000023400,JUANHJO,1997-02-03,26.45,91.0,Acero,294.2,Baja Definitiva,2010-06-04,Colindres,Cantabria,Cantabria,Cerco
ESP000023401,LAU ANAYAK,1997-02-04,28.0,129.35,Acero,295.67,Baja Definitiva,2013-04-24,Ondarroa,Bizkaia,País Vasco,Cerco
ESP000023402,PERLA DEL GUADIANA,1997-02-06,19.8,40.57,Madera,213.29,Baja Definitiva,2007-06-27,Ayamonte,Huelva,Andalucía,Arrastre
ESP000023403,JOANET,1997-02-06,25.2,71.85,Poliester,232.5,Alta Definitiva,1997-02-06,Rosas,Girona,Cataluña,Arrastre
ESP000023404,NUEVO ANTILLA,1997-02-06,9.5,4.45,Poliester,36.76,Alta Definitiva,1997-02-06,Ayamonte,Huelva,Andalucía,Artes menores
ESP000023405,NUEVO HARO RODRIGUEZ,1997-02-06,16.3,32.06,Poliester,29.41,Alta Definitiva,1997-02-06,Fuengirola,Málaga,Andalucía,Arrastre
ESP000023406,LARRY,1997-02-05,11.97,14.47,Poliester,44.13,Baja Definitiva,2017-12-29,Santa Pola,Alicante,Comunitat Valenciana,Artes menores
ESP000023407,EL HERREÑO,1997-02-06,7.89,2.01,Madera,36.54,Alta Definitiva,1997-02-06,Playa de Santiago,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023408,HERMANOS MOMOS,1997-02-06,6.25,0.79,Madera,5.15,Alta Definitiva,2009-03-26,Las Palmas - Puerto de la Luz,Las Palmas,Canarias,Artes menores
ESP000023409,ADIMAR SEGUNDO,1997-02-06,8.84,2.99,Madera,58.82,Alta Definitiva,1997-02-06,Tazacorte,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023410,ABDEMAR DOS,1997-02-12,25.68,154.44,Poliester,183.87,Baja Definitiva,2002-09-05,Adra,Almería,Andalucía,Desconocido
ESP000023412,ESPAÑA,1997-02-14,6.65,2.81,Madera,7.35,Baja Definitiva,2009-11-02,Barbate,Cádiz,Andalucía,Artes menores
ESP000023413,EL KIKI II,1997-02-19,13.34,20.73,Madera,66.19,Baja Definitiva,2017-12-29,San Pedro del Pinatar,Murcia,Murcia,Cerco
ESP000023414,CIUDAD DE NAZARET,1997-02-19,8.2,2.49,Madera,36.76,Alta Definitiva,1997-02-19,Denia,Alicante,Comunitat Valenciana,Artes menores
ESP000023415,YESSICA,1997-02-19,9.04,6.02,Poliester,22.06,Alta Definitiva,1997-02-19,San Pedro del Pinatar,Murcia,Murcia,Artes menores
ESP000023416,SANTA MARIA PRIMERO,1997-02-19,15.6,20.78,Madera,74.34,Baja Provisional,2024-12-20,Isla Cristina,Huelva,Andalucía,Cerco
ESP000023417,NAUKO,1997-02-19,8.06,1.9,Poliester,13.24,Alta Definitiva,1997-02-19,Estartit,Girona,Cataluña,Artes menores
ESP000023418,MORULLA,1997-02-19,14.6,17.85,Poliester,73.53,Alta Definitiva,1997-02-19,San Carlos de la Rápita,Tarragona,Cataluña,Artes menores
ESP000023419,BELMONTE RUIZ,1997-02-19,17.85,51.71,Madera,73.55,Baja Definitiva,2007-10-04,Carboneras,Almería,Andalucía,Palangre
ESP000023420,AITA JOXE,1997-02-19,10.05,3.63,Poliester,20.59,Baja Provisional,2020-12-02,Fuenterrabia,Gipuzkoa,País Vasco,Artes menores
ESP000023421,NUEVO SANTANINA,1997-02-21,26.64,89.36,Acero,301.5,Alta Definitiva,1997-02-21,Lastres,Asturias,Asturias,Cerco
ESP000023422,JESUS DE GALIANA,1997-02-27,29.0,232.0,Acero,588.4,Alta Definitiva,1997-02-27,Burela,Lugo,Galicia,Artes fijas
ESP000023423,NUEVO CEDES,1997-02-28,28.0,193.0,Acero,262.5,Alta Definitiva,1997-02-28,La Guardia,Pontevedra,Galicia,Palangre
ESP000023424,ISIDRO,1997-03-04,4.85,0.59,Madera,20.1,Alta Definitiva,1997-03-04,San Miguel de Tajao,Santa Cruz de Tenerife,Canarias,Artes menores
ESP000023425,NAZARENO,1997-03-04,19.0,36.21,Poliester,180.88,Alta Definitiva,1997-03-04,Barbate,Cádiz,Andalucía,Cerco
ESP000023426,EL REVIRU,1997-03-04,14.26,21.8,Acero,154.45,Alta Definitiva,1997-03-04,Llanes,Asturias,Asturias,Artes menores
ESP000023427,MARIA Y SOLEDAD,1997-03-04,7.48,1.79,Poliester,19.12,Alta Definitiva,2013-02-04,Motril,Granada,Andalucía,Artes menores
ESP000023428,SOLRAIG,1997-03-04,23.12,72.42,Poliester,352.94,Alta Definitiva,1997-03-04,Palamós,Girona,Cataluña,Arrastre
ESP000023429,FRAMA PRIMERO,1997-03-04,11.98,12.77,Fibra de Vidrio/Plástico,69.87,Alta Definitiva,1997-03-04,Isla Cristina,Huelva,Andalucía,Artes menores
ESP000023430,GERMANS CLUA,1997-03-04,19.92,29.32,Poliester,77.21,Alta Definitiva,1997-03-04,San Carlos de la Rápita,Tarragona,Cataluña,Arrastre
ESP000023431,VIDAL DOLDAN,1997-03-04,9.45,4.7,Madera,17.65,Alta Definitiva,1997-03-04,Corme,A Coruña,Galicia,Artes menores
ESP000023432,VIRXE DO CARME,1997-03-04,9.4,4.54,Madera,17.65,Alta Definitiva,1997-03-04,Lira-Carnota,A Coruña,Galicia,Artes menores
ESP000023434,LO CANAREU,1997-03-04,14.74,16.14,Poliester,73.52,Alta Definitiva,1997-03-04,Casas de Alcanar,Tarragona,Cataluña,Artes menores
ESP000023435,NUEVO MADRE ROSAURA,1997-03-03,24.7,186.72,Acero,268.38,Alta Definitiva,1997-03-03,Burela,Lugo,Galicia,Artes fijas
ESP000023436,LUAR UNO,1997-03-10,8.8,4.13,Poliester,16.18,Alta Definitiva,1997-03-10,La Guardia,Pontevedra,Galicia,Artes menores
ESP000023437,CREUS,1997-03-10,8.4,2.47,Madera,55.88,Alta Definitiva,1997-03-10,Porto Colom,Illes balears,Illes balears,Artes menores
ESP000023438,RAFAEL Y MIRIAM II,1997-03-10,17.5,24.65,Poliester,95.59,Alta Definitiva,2023-03-31,Estepona,Málaga,Andalucía,Cerco
ESP000023439,MARUXA VEINTITRES,1997-03-10,5.25,0.89,Poliester,11.03,Alta Definitiva,1997-03-10,Moaña,Pontevedra,Galicia,Artes menores
ESP000023440,SOMI SEREM,1997-03-10,14.65,14.83,Poliester,73.55,Alta Definitiva,2014-09-26,San Carlos de la Rápita,Tarragona,Cataluña,Palangre
ESP000023441,RIA DO BARQUEIRO,1997-03-10,7.25,1.46,Madera,6.62,Baja Definitiva,2016-05-27,Ares,A Coruña,Galicia,Artes menores
ESP000023442,JUANA VICTORIA PRIMERO,1997-03-10,22.09,85.78,Poliester,161.81,Baja Definitiva,2007-06-27,Isla Cristina,Huelva,Andalucía,Arrastre
ESP000023443,CARICANO DOS,1997-03-13,12.0,12.34,Poliester,58.84,Alta Definitiva,1997-03-13,Mazarron,Murcia,Murcia,Artes menores
ESP000023444,MARIÑELAK,1997-03-14,36.0,229.0,Acero,625.17,Baja Definitiva,2016-01-25,Guetaria,Gipuzkoa,País Vasco,Cerco
ESP000023445,MERTXE SEGUNDO,1997-03-14,6.09,2.36,Poliester,8.83,Baja Definitiva,2019-06-06,Ondarroa,Bizkaia,País Vasco,Artes menores
ESP000023446,ANTONIA,1997-03-19,7.7,1.51,Madera,18.39,Baja Definitiva,2016-09-29,Taliarte - Melenara,Las Palmas,Canarias,Artes menores
ESP000023447,NEPTUNO,1997-03-19,8.5,3.37,Madera,11.77,Baja Definitiva,2000-03-28,Finisterre,A Coruña,Galicia,Artes menores
ESP000023448,GOIZALDI,1997-03-18,39.6,417.0,Acero,551.62,Baja Definitiva,2010-07-05,Bermeo,Bizkaia,País Vasco,Arrastre
ESP000023449,PONTE TAMUXE,1997-03-19,8.75,3.42,Poliester,33.82,Alta Definitiva,1997-03-19,Isla de Arosa,Pontevedra,Galicia,Artes menores
ESP000023450,BURELES,1997-03-19,28.0,223.61,Acero,510.29,Alta Definitiva,1997-03-19,Santa Eugenia de Riveira,A Coruña,Galicia,Arrastre
ESP000023451,SEGUNDO SIEMPRE JUANA,1997-03-19,12.5,12.42,Poliester,44.12,Alta Definitiva,1997-03-19,Ayamonte,Huelva,Andalucía,Artes menores
ESP000023452,IRIBAR ZULAIKA,1997-03-21,36.0,252.0,Acero,625.0,Alta Definitiva,2000-01-19,Guetaria,Gipuzkoa,País Vasco,Cerco
ESP000023453,JOSEFINA MADRE,1997-04-02,23.5,85.0,Acero,125.03,Baja Definitiva,2011-11-28,Laredo,Cantabria,Cantabria,Cerco
ESP000023454,MADRE JOSEFA UNO,1997-04-02,30.0,243.0,Acero,312.5,Alta Definitiva,1997-04-02,Cillero,Lugo,Galicia,Palangre
ESP000023455,AGUSTIN Y MARIA,1997-04-02,21.32,82.75,Acero,187.55,Baja Definitiva,2014-05-07,Ayamonte,Huelva,Andalucía,Arrastre
ESP000023456,CELTIC BAY,1997-04-08,35.0,394.0,Acero,422.91,Alta Definitiva,1997-04-08,Vigo,Pontevedra,Galicia,Palangre
ESP000023457,RIA DE AROSA,1997-04-10,6.02,1.56,Poliester,18.38,Alta Definitiva,1997-04-10,Corrubedo,A Coruña,Galicia,Artes menores
ESP000023458,FAUNA,1997-04-10,5.5,1.3,Poliester,18.38,Alta Definitiva,2022-03-14,Portosín,A Coruña,Galicia,Artes menores
ESP000023459,CHIPIONA UNO,1997-04-10,11.0,8.1,Poliester,29.41,Alta Definitiva,1997-04-10,Barbate,Cádiz,Andalucía,Artes menores
ESP000023460,CRISTINA DIEZ,1997-04-10,9.5,5.69,Madera,50.01,Baja Definitiva,2018-02-26,La Puebla del Caramiñal,A Coruña,Galicia,Artes menores
ESP000023461,DOYSU,1997-04-15,12.8,10.6,Madera,23.53,Alta Definitiva,1997-04-15,Cambados,Pontevedra,Galicia,Artes menores
ESP000023462,ALONSO OCAÑA,1997-04-15,16.2,26.68,Acero,88.26,Baja Definitiva,2009-06-29,Adra,Almería,Andalucía,Cerco
ESP000023463,ALBORAN UNO,1997-04-15,13.5,14.71,Poliester,58.82,Alta Definitiva,1997-04-15,San Pedro del Pinatar,Murcia,Murcia,Palangre
ESP000023465,BARLOVENT U,1997-04-15,9.56,4.21,Madera,29.42,Baja Definitiva,2008-01-10,Barcelona,Barcelona,Cataluña,Artes menores
ESP000023466,NUEVO ORTA RODRIGUEZ,1997-04-15,23.22,97.56,Acero,147.1,Baja Definitiva,2007-12-13,Punta Umbria,Huelva,Andalucía,Arrastre
ESP000023467,LUIS BARRANKO,1997-04-15,36.0,233.0,Acero,661.76,Alta Definitiva,1997-04-15,Fuenterrabia,Gipuzkoa,País Vasco,Cerco
ESP000023468,HERMANOS PONCE,1997-04-15,8.1,2.79,Madera,23.53,Baja Definitiva,2022-10-13,Conil,Cádiz,Andalucía,Artes menores
ESP000023469,DEPOMAR,1997-04-15,18.0,39.49,Poliester,128.7,Alta Definitiva,1997-04-15,Velez-Malaga,Málaga,Andalucía,Cerco
ESP000023470,GHANDHI,1997-04-16,20.25,99.6,Acero,106.65,Baja Definitiva,2014-05-20,Vigo,Pontevedra,Galicia,Palangre
ESP000023471,PINILLOS PRIMEIRO,1997-04-16,20.25,97.88,Acero,106.65,Baja Definitiva,2010-06-10,La Guardia,Pontevedra,Galicia,Palangre
ESP000023472,CACHOTE SEGUNDO,1997-04-17,26.7,164.41,Acero,250.07,Baja Definitiva,2003-01-16,Santa Eugenia de Riveira,A Coruña,Galicia,Desconocido
